Dep_ID,iso_week_UTC,light_reg,n_days,n_hours,bal_count,hbw_count,fish_c_count,dol_count,ves_count,mnk_count,spwh_count,shr_count,bal_pres,hbw_pres,fish_c_pres,dol_pres,ves_pres,mnk_pres,spwh_pres,shr_pres
CGMP_201812_CG,52,twilight,7,14,0,0,4,1,0,0,0,14,0,0,0.2857142857142857,0.07142857142857142,0,0,0,1
CGMP_201904_CG,17,day,7,77,1,0,18,1,35,1,0,6,0.012987012987012988,0,0.23376623376623376,0.012987012987012988,0.45454545454545453,0.012987012987012988,0,0.07792207792207792
CGMP_201904_CG,17,night,7,77,2,0,22,0,4,2,0,8,0.025974025974025976,0,0.2857142857142857,0,0.05194805194805195,0.025974025974025976,0,0.1038961038961039
CGMP_201904_CG,17,twilight,7,14,0,0,7,0,6,0,0,7,0,0,0.5,0,0.42857142857142855,0,0,0.5
CGMP_201904_CG,18,day,7,77,1,0,6,0,15,1,0,7,0.012987012987012988,0,0.07792207792207792,0,0.19480519480519481,0.012987012987012988,0,0.09090909090909091
CGMP_201904_CG,18,night,7,77,5,1,18,0,7,5,0,9,0.06493506493506493,0.012987012987012988,0.23376623376623376,0,0.09090909090909091,0.06493506493506493,0,0.11688311688311688
CGMP_201904_CG,18,twilight,7,14,0,0,6,0,3,0,0,5,0,0,0.42857142857142855,0,0.21428571428571427,0,0,0.35714285714285715
CGMP_201904_CG,19,day,7,75,3,0,6,2,22,3,0,6,0.04,0,0.08,0.02666666666666667,0.29333333333333333,0.04,0,0.08
CGMP_201904_CG,19,night,7,80,1,0,21,0,3,1,0,10,0.0125,0,0.2625,0,0.0375,0.0125,0,0.125
CGMP_201904_CG,19,twilight,7,13,1,0,8,0,0,1,0,5,0.07692307692307693,0,0.6153846153846154,0,0,0.07692307692307693,0,0.38461538461538464
CGMP_201904_CG,20,day,7,70,9,0,1,1,42,9,0,0,0.12857142857142856,0,0.014285714285714285,0.014285714285714285,0.6,0.12857142857142856,0,0
CGMP_201904_CG,20,night,7,84,13,0,23,0,11,13,0,11,0.15476190476190477,0,0.27380952380952384,0,0.13095238095238096,0.15476190476190477,0,0.13095238095238096
CGMP_201904_CG,20,twilight,7,14,0,1,5,0,6,0,0,10,0,0.07142857142857142,0.35714285714285715,0,0.42857142857142855,0,0,0.7142857142857143
CGMP_201904_CG,21,day,7,70,33,1,1,1,40,33,0,0,0.4714285714285714,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.5714285714285714,0.4714285714285714,0,0
CGMP_201904_CG,21,night,7,84,42,1,18,0,7,42,0,12,0.5,0.011904761904761904,0.21428571428571427,0,0.08333333333333333,0.5,0,0.14285714285714285
CGMP_201904_CG,21,twilight,7,14,6,1,4,0,6,6,0,9,0.42857142857142855,0.07142857142857142,0.2857142857142857,0,0.42857142857142855,0.42857142857142855,0,0.6428571428571429
CGMP_201904_CG,22,day,7,70,44,17,4,0,18,44,0,0,0.6285714285714286,0.24285714285714285,0.05714285714285714,0,0.2571428571428571,0.6285714285714286,0,0
CGMP_201904_CG,22,night,7,84,51,31,20,1,3,51,0,12,0.6071428571428571,0.36904761904761907,0.23809523809523808,0.011904761904761904,0.03571428571428571,0.6071428571428571,0,0.14285714285714285
CGMP_201904_CG,22,twilight,7,14,5,4,8,0,0,5,0,9,0.35714285714285715,0.2857142857142857,0.5714285714285714,0,0,0.35714285714285715,0,0.6428571428571429
CGMP_201904_CG,23,day,7,70,11,39,0,0,22,11,0,0,0.15714285714285714,0.5571428571428572,0,0,0.3142857142857143,0.15714285714285714,0,0
CGMP_201904_CG,23,night,7,84,5,60,6,0,3,5,0,11,0.05952380952380952,0.7142857142857143,0.07142857142857142,0,0.03571428571428571,0.05952380952380952,0,0.13095238095238096
CGMP_201904_CG,23,twilight,7,14,1,11,3,0,3,1,0,10,0.07142857142857142,0.7857142857142857,0.21428571428571427,0,0.21428571428571427,0.07142857142857142,0,0.7142857142857143
CGMP_201904_CG,24,day,7,70,13,45,4,0,49,13,0,0,0.18571428571428572,0.6428571428571429,0.05714285714285714,0,0.7,0.18571428571428572,0,0
CGMP_201904_CG,24,night,7,84,17,81,18,0,8,17,0,7,0.20238095238095238,0.9642857142857143,0.21428571428571427,0,0.09523809523809523,0.20238095238095238,0,0.08333333333333333
CGMP_201904_CG,24,twilight,7,14,1,13,6,0,6,1,0,14,0.07142857142857142,0.9285714285714286,0.42857142857142855,0,0.42857142857142855,0.07142857142857142,0,1
CGMP_201904_CG,25,day,7,70,1,63,2,0,8,1,0,0,0.014285714285714285,0.9,0.02857142857142857,0,0.11428571428571428,0.014285714285714285,0,0
CGMP_201904_CG,25,night,7,84,3,81,13,0,7,3,0,8,0.03571428571428571,0.9642857142857143,0.15476190476190477,0,0.08333333333333333,0.03571428571428571,0,0.09523809523809523
CGMP_201904_CG,25,twilight,7,14,0,14,3,0,3,0,0,13,0,1,0.21428571428571427,0,0.21428571428571427,0,0,0.9285714285714286
DAMPIER_202009_DNE,38,day,7,84,0,72,35,20,6,0,0,7,0,0.8571428571428571,0.4166666666666667,0.23809523809523808,0.07142857142857142,0,0,0.08333333333333333
DAMPIER_202009_DNE,38,night,7,77,0,66,20,21,8,0,0,14,0,0.8571428571428571,0.2597402597402597,0.2727272727272727,0.1038961038961039,0,0,0.18181818181818182
DAMPIER_202009_DNE,38,twilight,7,7,0,6,3,2,1,0,0,0,0,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.14285714285714285,0,0,0
DAMPIER_202009_DNE,39,day,7,84,0,80,62,13,14,0,0,7,0,0.9523809523809523,0.7380952380952381,0.15476190476190477,0.16666666666666666,0,0,0.08333333333333333
DAMPIER_202009_DNE,39,night,7,77,0,68,32,3,7,0,0,14,0,0.8831168831168831,0.4155844155844156,0.03896103896103896,0.09090909090909091,0,0,0.18181818181818182
DAMPIER_202009_DNE,39,twilight,7,7,0,6,6,0,1,0,0,0,0,0.8571428571428571,0.8571428571428571,0,0.14285714285714285,0,0,0
DAMPIER_202009_DNE,40,day,7,91,0,38,45,8,21,0,0,7,0,0.4175824175824176,0.4945054945054945,0.08791208791208792,0.23076923076923078,0,0,0.07692307692307693
DAMPIER_202009_DNE,40,night,7,77,0,45,29,0,8,0,0,14,0,0.5844155844155844,0.37662337662337664,0,0.1038961038961039,0,0,0.18181818181818182
DAMPIER_202009_DNE,41,day,7,91,0,23,63,20,8,0,0,7,0,0.25274725274725274,0.6923076923076923,0.21978021978021978,0.08791208791208792,0,0,0.07692307692307693
DAMPIER_202009_DNE,41,night,7,67,0,21,37,1,5,0,0,11,0,0.31343283582089554,0.5522388059701493,0.014925373134328358,0.07462686567164178,0,0,0.16417910447761194
DAMPIER_202009_DNE,42,day,7,91,0,7,78,14,9,0,0,7,0,0.07692307692307693,0.8571428571428571,0.15384615384615385,0.0989010989010989,0,0,0.07692307692307693
DAMPIER_202009_DNE,42,night,7,63,0,15,33,1,1,0,0,2,0,0.23809523809523808,0.5238095238095238,0.015873015873015872,0.015873015873015872,0,0,0.031746031746031744
DAMPIER_202009_DNE,42,twilight,7,14,0,3,12,0,0,0,0,12,0,0.21428571428571427,0.8571428571428571,0,0,0,0,0.8571428571428571
DAMPIER_202009_DNE,43,day,7,91,0,2,73,2,6,0,0,4,0,0.02197802197802198,0.8021978021978022,0.02197802197802198,0.06593406593406594,0,0,0.04395604395604396
DAMPIER_202009_DNE,43,night,7,63,0,1,29,3,1,0,0,10,0,0.015873015873015872,0.4603174603174603,0.047619047619047616,0.015873015873015872,0,0,0.15873015873015872
DAMPIER_202009_DNE,43,twilight,7,14,0,1,9,2,1,0,0,6,0,0.07142857142857142,0.6428571428571429,0.14285714285714285,0.07142857142857142,0,0,0.42857142857142855
DAMPIER_202009_DNE,44,day,7,91,0,0,76,7,10,0,0,7,0,0,0.8351648351648352,0.07692307692307693,0.10989010989010989,0,0,0.07692307692307693
DAMPIER_202009_DNE,44,night,7,63,0,0,32,0,5,0,0,4,0,0,0.5079365079365079,0,0.07936507936507936,0,0,0.06349206349206349
DAMPIER_202009_DNE,44,twilight,7,14,0,0,12,0,2,0,0,10,0,0,0.8571428571428571,0,0.14285714285714285,0,0,0.7142857142857143
MURAT_202002_MRE,7,day,7,94,14,0,7,12,0,0,0,4,0.14893617021276595,0,0.07446808510638298,0.1276595744680851,0,0,0,0.0425531914893617
MURAT_202002_MRE,7,night,7,59,3,0,10,6,0,0,0,6,0.05084745762711865,0,0.1694915254237288,0.1016949152542373,0,0,0,0.1016949152542373
MURAT_202002_MRE,7,twilight,7,15,2,0,11,2,0,0,0,11,0.13333333333333333,0,0.7333333333333333,0.13333333333333333,0,0,0,0.7333333333333333
MURAT_202002_MRE,8,day,7,91,0,0,6,7,0,0,0,0,0,0,0.06593406593406594,0.07692307692307693,0,0,0,0
MURAT_202002_MRE,8,night,7,63,0,0,14,5,0,0,0,7,0,0,0.2222222222222222,0.07936507936507936,0,0,0,0.1111111111111111
MURAT_202002_MRE,8,twilight,7,14,0,0,0,1,0,0,0,14,0,0,0,0.07142857142857142,0,0,0,1
MURAT_202002_MRE,9,day,7,86,1,0,2,3,0,0,0,1,0.011627906976744186,0,0.023255813953488372,0.03488372093023256,0,0,0,0.011627906976744186
MURAT_202002_MRE,9,night,7,69,0,0,15,6,0,0,0,12,0,0,0.21739130434782608,0.08695652173913043,0,0,0,0.17391304347826086
MURAT_202002_MRE,9,twilight,7,13,0,0,8,1,0,0,0,8,0,0,0.6153846153846154,0.07692307692307693,0,0,0,0.6153846153846154
MURAT_202002_MRE,10,day,7,84,8,0,0,19,0,0,0,2,0.09523809523809523,0,0,0.2261904761904762,0,0,0,0.023809523809523808
MURAT_202002_MRE,10,night,7,70,7,0,13,10,0,0,0,12,0.1,0,0.18571428571428572,0.14285714285714285,0,0,0,0.17142857142857143
MURAT_202002_MRE,10,twilight,7,14,3,0,12,2,0,0,0,7,0.21428571428571427,0,0.8571428571428571,0.14285714285714285,0,0,0,0.5
MURAT_202002_MRE,11,day,7,84,4,0,0,38,0,0,0,5,0.047619047619047616,0,0,0.4523809523809524,0,0,0,0.05952380952380952
MURAT_202002_MRE,11,night,7,70,0,0,12,16,0,0,0,11,0,0,0.17142857142857143,0.22857142857142856,0,0,0,0.15714285714285714
MURAT_202002_MRE,11,twilight,7,14,2,0,14,1,0,0,0,5,0.14285714285714285,0,1,0.07142857142857142,0,0,0,0.35714285714285715
MURAT_202002_MRE,12,day,7,84,2,0,1,45,0,0,0,6,0.023809523809523808,0,0.011904761904761904,0.5357142857142857,0,0,0,0.07142857142857142
MURAT_202002_MRE,12,night,7,70,0,0,12,34,1,0,0,9,0,0,0.17142857142857143,0.4857142857142857,0.014285714285714285,0,0,0.12857142857142856
MURAT_202002_MRE,12,twilight,7,14,1,0,14,9,0,0,0,6,0.07142857142857142,0,1,0.6428571428571429,0,0,0,0.42857142857142855
MURAT_202002_MRE,13,day,7,84,4,0,3,39,0,0,2,7,0.047619047619047616,0,0.03571428571428571,0.4642857142857143,0,0,0.023809523809523808,0.08333333333333333
MURAT_202002_MRE,13,night,7,70,0,0,14,43,1,0,1,10,0,0,0.2,0.6142857142857143,0.014285714285714285,0,0.014285714285714285,0.14285714285714285
MURAT_202002_MRE,13,twilight,7,14,2,0,13,2,0,0,1,4,0.14285714285714285,0,0.9285714285714286,0.14285714285714285,0,0,0.07142857142857142,0.2857142857142857
MURAT_202002_MRE,14,day,7,81,12,0,4,15,0,0,0,4,0.14814814814814814,0,0.04938271604938271,0.18518518518518517,0,0,0,0.04938271604938271
MURAT_202002_MRE,14,night,7,75,9,0,16,16,0,0,0,12,0.12,0,0.21333333333333335,0.21333333333333335,0,0,0,0.16
MURAT_202002_MRE,14,twilight,7,12,2,0,8,0,0,0,0,5,0.16666666666666666,0,0.6666666666666666,0,0,0,0,0.4166666666666667
MURAT_202002_MRE,15,day,7,77,5,0,1,41,0,0,3,2,0.06493506493506493,0,0.012987012987012988,0.5324675324675324,0,0,0.03896103896103896,0.025974025974025976
MURAT_202002_MRE,15,night,7,77,4,0,21,22,0,0,1,11,0.05194805194805195,0,0.2727272727272727,0.2857142857142857,0,0,0.012987012987012988,0.14285714285714285
MURAT_202002_MRE,15,twilight,7,14,2,0,13,3,0,0,0,8,0.14285714285714285,0,0.9285714285714286,0.21428571428571427,0,0,0,0.5714285714285714
MURAT_202002_MRE,16,day,7,77,1,0,3,25,0,0,0,1,0.012987012987012988,0,0.03896103896103896,0.3246753246753247,0,0,0,0.012987012987012988
MURAT_202002_MRE,16,night,7,77,0,0,5,20,0,0,0,12,0,0,0.06493506493506493,0.2597402597402597,0,0,0,0.15584415584415584
MURAT_202002_MRE,16,twilight,7,14,0,0,5,4,0,0,0,8,0,0,0.35714285714285715,0.2857142857142857,0,0,0,0.5714285714285714
MURAT_202002_MRE,17,day,7,77,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.025974025974025976
MURAT_202002_MRE,17,night,7,77,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0.14285714285714285
MURAT_202002_MRE,17,twilight,7,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.5714285714285714
MURAT_202002_MRE,18,day,7,75,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.05333333333333334
MURAT_202002_MRE,18,night,7,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.04285714285714286
MURAT_202002_MRE,18,twilight,7,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.7692307692307693
NINGALOO_201909_NGN,40,day,7,84,0,82,0,3,2,0,0,7,0,0.9761904761904762,0,0.03571428571428571,0.023809523809523808,0,0,0.08333333333333333
NINGALOO_201909_NGN,40,night,7,70,0,70,7,0,1,0,0,8,0,1,0.1,0,0.014285714285714285,0,0,0.11428571428571428
NINGALOO_201909_NGN,40,twilight,7,14,0,13,7,0,0,0,0,6,0,0.9285714285714286,0.5,0,0,0,0,0.42857142857142855
NINGALOO_201909_NGN,41,day,7,85,0,54,7,11,4,0,0,8,0,0.6352941176470588,0.08235294117647059,0.12941176470588237,0.047058823529411764,0,0,0.09411764705882353
NINGALOO_201909_NGN,41,night,7,70,0,65,6,3,2,0,0,9,0,0.9285714285714286,0.08571428571428572,0.04285714285714286,0.02857142857142857,0,0,0.12857142857142856
NINGALOO_201909_NGN,41,twilight,7,13,0,12,7,0,3,0,0,4,0,0.9230769230769231,0.5384615384615384,0,0.23076923076923078,0,0,0.3076923076923077
NINGALOO_201909_NGN,42,day,7,91,0,35,7,7,4,0,0,9,0,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.04395604395604396,0,0,0.0989010989010989
NINGALOO_201909_NGN,42,night,7,70,0,52,7,8,2,0,0,7,0,0.7428571428571429,0.1,0.11428571428571428,0.02857142857142857,0,0,0.1
NINGALOO_201909_NGN,42,twilight,7,7,0,3,7,0,0,0,0,5,0,0.42857142857142855,1,0,0,0,0,0.7142857142857143
NINGALOO_201909_NGN,43,day,7,91,0,25,0,7,1,0,0,6,0,0.27472527472527475,0,0.07692307692307693,0.01098901098901099,0,0,0.06593406593406594
NINGALOO_201909_NGN,43,night,7,63,0,26,7,2,0,0,0,6,0,0.4126984126984127,0.1111111111111111,0.031746031746031744,0,0,0,0.09523809523809523
NINGALOO_201909_NGN,43,twilight,7,14,0,9,7,0,1,0,0,9,0,0.6428571428571429,0.5,0,0.07142857142857142,0,0,0.6428571428571429
NINGALOO_201909_NGN,44,day,7,91,0,8,0,7,3,0,0,5,0,0.08791208791208792,0,0.07692307692307693,0.03296703296703297,0,0,0.054945054945054944
NINGALOO_201909_NGN,44,night,7,63,0,15,6,11,1,0,0,5,0,0.23809523809523808,0.09523809523809523,0.1746031746031746,0.015873015873015872,0,0,0.07936507936507936
NINGALOO_201909_NGN,44,twilight,7,14,0,1,3,1,0,0,0,11,0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0,0,0,0.7857142857142857
NINGALOO_201909_NGN,45,day,7,91,0,0,0,0,6,0,0,6,0,0,0,0,0.06593406593406594,0,0,0.06593406593406594
NINGALOO_201909_NGN,45,night,7,63,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.07936507936507936
NINGALOO_201909_NGN,45,twilight,7,14,0,0,0,0,3,0,0,10,0,0,0,0,0.21428571428571427,0,0,0.7142857142857143
SIMP_201808_WP,33,day,7,77,1,77,7,5,27,0,0,7,0.012987012987012988,1,0.09090909090909091,0.06493506493506493,0.35064935064935066,0,0,0.09090909090909091
SIMP_201808_WP,33,night,7,77,0,77,20,22,8,0,0,7,0,1,0.2597402597402597,0.2857142857142857,0.1038961038961039,0,0,0.09090909090909091
SIMP_201808_WP,33,twilight,7,14,2,14,7,1,3,0,0,7,0.14285714285714285,1,0.5,0.07142857142857142,0.21428571428571427,0,0,0.5
SIMP_201808_WP,34,day,7,77,1,77,14,4,29,0,0,7,0.012987012987012988,1,0.18181818181818182,0.05194805194805195,0.37662337662337664,0,0,0.09090909090909091
SIMP_201808_WP,34,night,7,77,3,77,22,21,2,0,0,8,0.03896103896103896,1,0.2857142857142857,0.2727272727272727,0.025974025974025976,0,0,0.1038961038961039
SIMP_201808_WP,34,twilight,7,14,0,14,7,2,1,0,0,6,0,1,0.5,0.14285714285714285,0.07142857142857142,0,0,0.42857142857142855
SIMP_201808_WP,35,day,7,77,0,77,15,14,30,0,0,7,0,1,0.19480519480519481,0.18181818181818182,0.38961038961038963,0,0,0.09090909090909091
SIMP_201808_WP,35,night,7,77,0,77,25,17,2,0,0,8,0,1,0.3246753246753247,0.22077922077922077,0.025974025974025976,0,0,0.1038961038961039
SIMP_201808_WP,35,twilight,7,14,0,14,7,3,3,0,0,6,0,1,0.5,0.21428571428571427,0.21428571428571427,0,0,0.42857142857142855
SIMP_201808_WP,36,day,7,81,0,81,8,7,20,0,0,7,0,1,0.09876543209876543,0.08641975308641975,0.24691358024691357,0,0,0.08641975308641975
SIMP_201808_WP,36,night,7,77,3,77,22,12,7,0,0,7,0.03896103896103896,1,0.2857142857142857,0.15584415584415584,0.09090909090909091,0,0,0.09090909090909091
SIMP_201808_WP,36,twilight,7,10,0,10,7,4,0,0,0,7,0,1,0.7,0.4,0,0,0,0.7
SIMP_201812_WP,1,day,7,98,0,18,6,1,33,0,0,7,0,0.1836734693877551,0.061224489795918366,0.01020408163265306,0.336734693877551,0,0,0.07142857142857142
SIMP_201812_WP,1,night,7,56,0,12,13,4,2,0,0,0,0,0.21428571428571427,0.23214285714285715,0.07142857142857142,0.03571428571428571,0,0,0
SIMP_201812_WP,1,twilight,7,14,0,0,14,1,1,0,0,14,0,0,1,0.07142857142857142,0.07142857142857142,0,0,1
SIMP_201812_WP,2,day,7,93,0,15,7,1,48,0,0,6,0,0.16129032258064516,0.07526881720430108,0.010752688172043012,0.5161290322580645,0,0,0.06451612903225806
SIMP_201812_WP,2,night,7,57,0,10,13,3,6,0,0,1,0,0.17543859649122806,0.22807017543859648,0.05263157894736842,0.10526315789473684,0,0,0.017543859649122806
SIMP_201812_WP,2,twilight,7,18,0,1,13,0,3,0,0,14,0,0.05555555555555555,0.7222222222222222,0,0.16666666666666666,0,0,0.7777777777777778
SIMP_201812_WP,51,day,7,98,0,0,8,1,13,0,0,8,0,0,0.08163265306122448,0.01020408163265306,0.1326530612244898,0,0,0.08163265306122448
SIMP_201812_WP,51,night,7,56,0,0,17,3,0,0,0,1,0,0,0.30357142857142855,0.05357142857142857,0,0,0,0.017857142857142856
SIMP_201812_WP,51,twilight,7,14,0,0,14,0,1,0,0,12,0,0,1,0,0.07142857142857142,0,0,0.8571428571428571
SIMP_201812_WP,52,day,7,98,0,2,9,0,32,0,0,7,0,0.02040816326530612,0.09183673469387756,0,0.32653061224489793,0,0,0.07142857142857142
SIMP_201812_WP,52,night,7,56,0,0,3,2,0,0,0,0,0,0,0.05357142857142857,0.03571428571428571,0,0,0,0
SIMP_201812_WP,52,twilight,7,14,0,0,14,0,2,0,0,14,0,0,1,0,0.14285714285714285,0,0,1
SIMP_201906_WP,25,day,7,70,33,70,13,0,3,33,0,0,0.4714285714285714,1,0.18571428571428572,0,0.04285714285714286,0.4714285714285714,0,0
SIMP_201906_WP,25,night,7,84,37,77,14,0,1,37,0,9,0.44047619047619047,0.9166666666666666,0.16666666666666666,0,0.011904761904761904,0.44047619047619047,0,0.10714285714285714
SIMP_201906_WP,25,twilight,7,14,4,14,8,0,0,4,0,12,0.2857142857142857,1,0.5714285714285714,0,0,0.2857142857142857,0,0.8571428571428571
SIMP_201906_WP,26,day,7,70,26,70,6,0,7,26,0,0,0.37142857142857144,1,0.08571428571428572,0,0.1,0.37142857142857144,0,0
SIMP_201906_WP,26,night,7,84,23,84,9,0,0,23,0,7,0.27380952380952384,1,0.10714285714285714,0,0,0.27380952380952384,0,0.08333333333333333
SIMP_201906_WP,26,twilight,7,14,3,14,5,0,0,3,0,14,0.21428571428571427,1,0.35714285714285715,0,0,0.21428571428571427,0,1
SIMP_201906_WP,27,day,7,70,20,70,0,0,1,20,0,0,0.2857142857142857,1,0,0,0.014285714285714285,0.2857142857142857,0,0
SIMP_201906_WP,27,night,7,84,18,84,4,0,1,18,0,7,0.21428571428571427,1,0.047619047619047616,0,0.011904761904761904,0.21428571428571427,0,0.08333333333333333
