dep,CGMP_201807_CG_7_day,CGMP_201807_CG_7_night,CGMP_201807_CG_7_twilight,CGMP_201812_CG_12_day,CGMP_201812_CG_12_night,CGMP_201812_CG_12_twilight,CGMP_201812_CG_1_day,CGMP_201812_CG_1_night,CGMP_201812_CG_1_twilight,CGMP_201812_CG_2_day,CGMP_201812_CG_2_night,CGMP_201812_CG_2_twilight,CGMP_201904_CG_5_day,CGMP_201904_CG_5_night,CGMP_201904_CG_5_twilight,CGMP_201904_CG_6_day,CGMP_201904_CG_6_night,CGMP_201904_CG_6_twilight,DAMPIER_202009_DNE_10_day,DAMPIER_202009_DNE_10_night,DAMPIER_202009_DNE_10_twilight,DAMPIER_202009_DNE_9_day,DAMPIER_202009_DNE_9_night,DAMPIER_202009_DNE_9_twilight,GEOGRAPHE_202201_GEO_1_day,GEOGRAPHE_202201_GEO_1_night,GEOGRAPHE_202201_GEO_1_twilight,GEOGRAPHE_202201_GEO_2_day,GEOGRAPHE_202201_GEO_2_night,GEOGRAPHE_202201_GEO_2_twilight,GEOGRAPHE_202201_GEO_3_day,GEOGRAPHE_202201_GEO_3_night,GEOGRAPHE_202201_GEO_3_twilight,JURIEN_202201_JNE_1_day,JURIEN_202201_JNE_1_night,JURIEN_202201_JNE_1_twilight,JURIEN_202201_JNE_2_day,JURIEN_202201_JNE_2_night,JURIEN_202201_JNE_2_twilight,MURAT_202002_MRE_2_day,MURAT_202002_MRE_2_night,MURAT_202002_MRE_2_twilight,MURAT_202002_MRE_3_day,MURAT_202002_MRE_3_night,MURAT_202002_MRE_3_twilight,MURAT_202002_MRE_4_day,MURAT_202002_MRE_4_night,MURAT_202002_MRE_4_twilight,NINGALOO_201909_NGN_10_day,NINGALOO_201909_NGN_10_night,NINGALOO_201909_NGN_10_twilight,NINGALOO_201909_NGN_11_day,NINGALOO_201909_NGN_11_night,NINGALOO_201909_NGN_11_twilight,SIMP_201808_WP_8_day,SIMP_201808_WP_8_night,SIMP_201808_WP_8_twilight,SIMP_201812_WP_12_day,SIMP_201812_WP_12_night,SIMP_201812_WP_12_twilight,SIMP_201906_WP_6_day,SIMP_201906_WP_6_night,SIMP_201906_WP_6_twilight,SIMP_201906_WP_7_day,SIMP_201906_WP_7_night,SIMP_201906_WP_7_twilight,SWC_202201_SWS_2_day,SWC_202201_SWS_2_night,SWC_202201_SWS_2_twilight,SWC_202201_SWS_3_day,SWC_202201_SWS_3_night,SWC_202201_SWS_3_twilight,TWOROCKS_202105_TRW_5_day,TWOROCKS_202105_TRW_5_night,TWOROCKS_202105_TRW_5_twilight,TWOROCKS_202105_TRW_6_day,TWOROCKS_202105_TRW_6_night,TWOROCKS_202105_TRW_6_twilight,TWOROCKS_202105_TRW_7_day,TWOROCKS_202105_TRW_7_night,TWOROCKS_202105_TRW_7_twilight
CGMP_201807_CG_7_day,0,0.012388153710382415,0.005651408853976256,0.007808636024124112,0.008844657584277093,0.0077636418076228,0.004791541166490208,0.007874152576032878,0.006992138956013642,0.005974236347257582,0.010647006394311044,0.008803500417282376,0.0059068270387600845,0.010880507980642705,0.008201021891333357,0.011967463021112675,0.015078018971016526,0.012313645510013311,0.019095744764611858,0.018876689274761247,0.019498161699785934,0.02608723898475245,0.02044419386337116,0.022081183698515666,0.020523198164100153,0.0249235571454331,0.02103314872738621,0.02229890762357198,0.03319185953404754,0.028841780324345746,0.02449052176929339,0.04137999731739273,0.03383499654808693,0.05927686375913028,0.05928779036343377,0.06056085903026296,0.058205657962565556,0.058711098201770603,0.06020087600467666,0.02121597445100966,0.02239979019264119,0.028403724541055105,0.02242499935842411,0.02312472073142738,0.03200345637135455,0.020267559905674547,0.01951169888894113,0.028674631540815253,0.04502336763821628,0.05120579680262756,0.059993833372313364,0.03969565743847961,0.04885854679568349,0.05377051597795583,0.015590896167974636,0.015379880080096437,0.012121732346601055,0.028958605088561004,0.027770069116283633,0.020760487609458853,0.012264223427259581,0.012640557095405004,0.010839706302036976,0.01193216470585248,0.011896538085107421,0.008699581413672797,0.057838056795137156,0.05677000208769234,0.056483157112789076,0.055994762234654466,0.054955434480599336,0.0566693797271722,0.020150004066533365,0.017708394324725606,0.01807346644832867,0.02068803407905067,0.016896731471335903,0.017849078916583952,0.028784157940971306,0.023394715138303032,0.022272022848653695
CGMP_201807_CG_7_night,0.012388153710382415,0,0.008118244377516622,0.012330178262424055,0.013004902142300927,0.012802418060626092,0.014442839117191526,0.017795649343365492,0.015028815870811993,0.016742955785047534,0.019619985554410645,0.017235628354080566,0.015343928465290996,0.010594268912627674,0.014476631521778804,0.01034343883216443,0.008095232924617416,0.008660140546372196,0.020648030210264817,0.018359484105709922,0.019231098866570394,0.02766391637431256,0.021404558235559677,0.024588064282453415,0.021431823424698276,0.02790945193403331,0.023992344369630957,0.026094248997069587,0.03663631931892114,0.03271001650825537,0.027756134599363255,0.04453688247736508,0.03728053452826541,0.050982993769912,0.0509412741678248,0.05212482200046682,0.050129370729192275,0.050639924476559184,0.05205029050335206,0.015662374971730585,0.016583593233200536,0.02281959038183227,0.016990854492166245,0.017252175414414327,0.026298606625032025,0.016480027331681794,0.01498962508507169,0.023913679987949105,0.036987328500074926,0.04315199762462418,0.05325007521723917,0.033302344795872636,0.04130095498443879,0.04823657908880901,0.019735323467477153,0.019889134605200476,0.015264543197723641,0.0375622486967859,0.036321371105628046,0.021127161816052842,0.02104245809924927,0.021487261291070273,0.018018561243934476,0.018245675139251388,0.01792525170074516,0.012720251805699006,0.049488658299447943,0.04827611396646793,0.04792204089412683,0.04760971335498953,0.04641159258829345,0.04812712620318962,0.015920073933927584,0.016707395953135397,0.018288856845334357,0.018054309863920984,0.01777793352300677,0.018333913137878223,0.022602484432653145,0.01769516421957587,0.016744599144669865
CGMP_201807_CG_7_twilight,0.005651408853976256,0.008118244377516622,0,0.008233522640423572,0.007686520517131073,0.006645883911176842,0.007205915317427386,0.010221569967396094,0.007389491680244188,0.00945656258017959,0.012406383728820747,0.009984012950089738,0.008578688535300423,0.007980706326816245,0.007290030510973364,0.010881586972120508,0.011414940476955885,0.009439788594785661,0.01857759101962132,0.017048444713136664,0.01760198187710803,0.02621321539660988,0.019594878478612982,0.022309744882789372,0.020847094669187705,0.024903187371204113,0.0210665135398346,0.023035093168306976,0.033539060406081705,0.029389818980420073,0.02488251472872279,0.041812022215027556,0.03409136384159464,0.05768348957807003,0.05764678679652148,0.05887810495299315,0.056787671535212414,0.05731402534951593,0.05877311271747336,0.020373844767221507,0.02128495408896827,0.02710171917632764,0.021526447113359586,0.021974127735567957,0.030661479647859917,0.01976650779788423,0.0186369409351899,0.027883432756274022,0.043343054254006995,0.04927199038328899,0.057661248970693864,0.03813072364740933,0.047018145398029045,0.05224005004358781,0.017164665714205784,0.016836923631153154,0.013058525289180315,0.03220417606512594,0.030968138030414226,0.019074471431983587,0.015646190208637573,0.015869549375119942,0.01279837275649086,0.014687916045871193,0.014182781029649701,0.009428669896573084,0.056210078390389814,0.05505076506044318,0.05473184793066834,0.05435173129857699,0.053187955586997085,0.05492846374186656,0.019317734418166744,0.0168955534469347,0.018234500108577932,0.020801340496157946,0.017495656538077223,0.01834029160576873,0.027866020442507435,0.022526852639684108,0.021390245789940313
CGMP_201812_CG_1_day,0.004791541166490208,0.014442839117191526,0.007205915317427386,0.0064204313419681785,0.005722147844815731,0.0051019768883051875,0,0.005921216137443903,0.005201496165811805,0.0037650121878310227,0.009226553199018191,0.007468454568324607,0.004784911065773352,0.009494871077933776,0.0057699236360166705,0.012572157671811036,0.015767828999134464,0.012722116616628793,0.01609688632621361,0.015809724097660557,0.016067095436386583,0.024011786897182526,0.018419513168140323,0.019461983916441578,0.022203925943043306,0.025453246239598628,0.022264969695759588,0.023295096097840952,0.03317999839589832,0.028889921442237954,0.02568061259137441,0.04148653575266923,0.033812168227825956,0.059912138517859155,0.05993657124055716,0.06124205940589821,0.05893544321716738,0.05947330381594625,0.06093233542342691,0.021394596419025736,0.022371018277585166,0.028549736358944446,0.02275636919664437,0.02318652816285113,0.03245482832526112,0.021219275810257232,0.020001466259566676,0.029214664573551194,0.04552213494198066,0.05172359743833336,0.060554640016505686,0.04010930411418377,0.04922375260123072,0.05400893955822473,0.016730394480083403,0.016277735114612113,0.01334366359191962,0.028584570165041814,0.027236381935861007,0.02139526885063444,0.013355129126189837,0.012964988635518978,0.012249486809175179,0.013427073360741665,0.013196424123202426,0.010092025165237462,0.05855176624681876,0.05755750126463573,0.05731995078014524,0.056721850206153064,0.05577984850213679,0.05748707949238626,0.021816825696885058,0.01799629512200913,0.018259693716427286,0.02247534381803415,0.017155002117980045,0.018296289484120903,0.029647109436210198,0.024710517517324275,0.023606132878509253
CGMP_201812_CG_1_night,0.007874152576032878,0.017795649343365492,0.010221569967396094,0.011947292663301343,0.007747605827041215,0.00819311629403931,0.005921216137443903,0,0.003656590461599665,0.007016825653343855,0.006604385203474728,0.006616903643644413,0.008292051136462874,0.01061783941154293,0.0070067255659494706,0.017778869894061654,0.01989411300623692,0.017282481057027572,0.018722731072966958,0.018646285522892186,0.017456154454147495,0.02714101046545255,0.02186484961848232,0.022264664693107922,0.022514612829128984,0.022772338190383587,0.02123160123081885,0.022421026728588884,0.02853635425721749,0.025168376638091905,0.024565433278152166,0.035750096967357,0.02922526110910959,0.06516189293731497,0.06518706221391568,0.06647125470320939,0.064096293771849,0.06462043084166973,0.06609191755857044,0.025986705365137284,0.02732493160922235,0.032235442260541564,0.02710330011634645,0.028058150509689635,0.035267887353973765,0.024204149711067928,0.02326395211675837,0.03145657026589841,0.05084173336551502,0.057120835390869394,0.06584107145953293,0.04560885249684484,0.054789516298601224,0.058976976819121146,0.019370448116137425,0.018145931643164876,0.015224696124614289,0.023979437984096946,0.022769495920847642,0.019685111512302494,0.013831004654406386,0.012579860236035316,0.012549932694331696,0.016234464900668894,0.016100179601725596,0.012154024260403492,0.06372386227480001,0.06272977452515444,0.06248149804586052,0.06189539766933005,0.06093892593501749,0.06264694184030034,0.02359685123212415,0.019213962511655587,0.019359566747631632,0.024121202890877377,0.018236557954318566,0.019283536965122305,0.03404602576111464,0.02858375373821464,0.027259856579857147
CGMP_201812_CG_1_twilight,0.006992138956013642,0.015028815870811993,0.007389491680244188,0.01035406545278374,0.006342057213837513,0.00643873847444835,0.005201496165811805,0.003656590461599665,0,0.006589093591436674,0.007862267366921145,0.005440298248126304,0.007994485233095691,0.009025385248295189,0.004923382693029163,0.015858394486729415,0.017485512489981443,0.01514416998000413,0.018769736125821,0.017863355149103335,0.01756026774811594,0.027219633282748703,0.02113843930946316,0.022575287107080535,0.02166035737732969,0.022279849344372694,0.020684053789656008,0.022041946520464373,0.029013799015966096,0.025238653245566765,0.024119318590020387,0.03701475143903801,0.02968026876323017,0.06337706718917266,0.06336468427977962,0.06463776688699184,0.06242524093145435,0.0629567277043733,0.06441953967309573,0.0242969119840953,0.025496521516484186,0.030970388674989045,0.025456391424836387,0.026226632378451457,0.03430448848302362,0.023169046984600677,0.02214563188100878,0.030812102388930455,0.04900186270730306,0.05509394137179958,0.06374309531475046,0.04378518102520063,0.05284849032796403,0.057123703508756216,0.018460169561492604,0.01728809411992413,0.014419692809932792,0.02646354369701402,0.0251871434867276,0.018395020277066288,0.01400499064778642,0.01290978320183141,0.011784570093287735,0.016187077850592035,0.015572201279967076,0.0113931236005116,0.06195013510544183,0.060899166165747386,0.06062973084374181,0.060121900924061306,0.059098804364220006,0.06082546870217153,0.022864125675280553,0.01845348777770738,0.018838032964734287,0.023462473095921456,0.01789455916204274,0.019045125858648412,0.03251372715838183,0.027088422531046544,0.025786144810420294
CGMP_201812_CG_12_day,0.007808636024124112,0.012330178262424055,0.008233522640423572,0,0.005810267301525236,0.005208822864892327,0.0064204313419681785,0.011947292663301343,0.01035406545278374,0.008510148615572864,0.013958805433588975,0.012247696763619116,0.008546535319539592,0.009953311294883168,0.01009598676396924,0.00813165022380799,0.012072596176729707,0.008783683084536191,0.013806540748793377,0.01274553474943699,0.014400261588638854,0.021406170371276952,0.01515736650588165,0.016859219487519592,0.02321160644586701,0.02946463375253882,0.025326381034539738,0.02630966088915258,0.038486988882859265,0.03407359968247127,0.02866189358181808,0.046804910539492615,0.039079039026666616,0.05461446448979005,0.05462298295318092,0.05602665360078289,0.053441245304264695,0.05374303256484435,0.05538697417066614,0.01795023007124884,0.018355895510020252,0.025319417509242863,0.019731224104170452,0.019309652979352745,0.02966848036169159,0.01895227269708198,0.01720894226342688,0.02735602604821386,0.040266891854750915,0.04632723818599562,0.05569886153399268,0.03466718034644127,0.04396902379721595,0.0494889964994502,0.019048502189382525,0.0187825914039882,0.015338191376907043,0.03430650931643292,0.03282430248231262,0.023955561640120145,0.017550128760716488,0.017598121277188582,0.01652682007777641,0.015273724073182567,0.015104802023923588,0.011795933827504934,0.053463390661799996,0.052623922587160664,0.05248013083947237,0.05166121866681428,0.05100798568461262,0.0525997056366096,0.019334722562983856,0.017064317174077533,0.018326983926217538,0.020422007034788813,0.017571587554078606,0.018674209850121717,0.02554155787532236,0.021221907683216502,0.020178188278977868
CGMP_201812_CG_12_night,0.008844657584277093,0.013004902142300927,0.007686520517131073,0.005810267301525236,0,0.0023662224019066983,0.005722147844815731,0.007747605827041215,0.006342057213837513,0.00835751857055202,0.012279133835678534,0.010281399772706968,0.00912045393666472,0.006246767893794601,0.007367305170616237,0.011154931884033025,0.014032396365772276,0.011180704443257953,0.015009574477050331,0.013160760765603768,0.013070458228672898,0.02326080236251603,0.0172834070790072,0.01828099426054674,0.021506200327589698,0.024924086370580915,0.022644399371833917,0.023525889397326628,0.03327767822945541,0.028911756129167566,0.025823572822913525,0.04158075856218444,0.033812020046918814,0.05836057046818178,0.05841840999376885,0.05977370749811899,0.05718543005785749,0.05751710203016485,0.059181690547991925,0.020096901239722537,0.02106419871538106,0.026188993428761364,0.021428666878022286,0.021940286121645624,0.029883614264847324,0.01939133980306936,0.01778937516998171,0.026827677386897206,0.044006474650480513,0.050281799351448477,0.058992549294755676,0.038542186952252165,0.04786141502461872,0.05229952056549365,0.020071218257120573,0.019117512084384503,0.01585664438920005,0.030403203782465717,0.029045911306172522,0.019685965749828366,0.01610955056730341,0.015178864975025484,0.014557390118926778,0.016720230548521158,0.016526626171875444,0.012264201737791657,0.057165232550540575,0.05622807761767871,0.056032487937043345,0.05534841888576476,0.05449624872809148,0.056191378908631795,0.01903629801020363,0.015124613684215856,0.01629642867168242,0.020212557892801953,0.01582694084586543,0.0169882547149664,0.027913100312238353,0.02278721813042322,0.021560858761416012
CGMP_201812_CG_12_twilight,0.0077636418076228,0.012802418060626092,0.006645883911176842,0.005208822864892327,0.0023662224019066983,0,0.0051019768883051875,0.00819311629403931,0.00643873847444835,0.007264116753409397,0.011758573090076685,0.009660167389441697,0.007674822103251339,0.006927427978559682,0.006994575666190125,0.010919355245254949,0.01362453997503822,0.010758072533926067,0.015834197574848902,0.014047894866185023,0.014590349112498863,0.023565205286444284,0.017429197797785383,0.018793522287839783,0.021822996049702177,0.02537873418358762,0.022696828407472225,0.023663211642139283,0.03408763191431736,0.029744305523932625,0.025919415437360857,0.04239083777802571,0.034626898547612056,0.058352908562675915,0.05841171658410736,0.059785044734275386,0.05721946054720275,0.05751171316633792,0.059192692424071366,0.020526119874620576,0.02132135012376882,0.027365510186513828,0.02204524254677848,0.022212563630893203,0.031082516721606276,0.020263900167131945,0.0187686829412781,0.02797247236447236,0.044014585288613926,0.05020090327178313,0.05885399763400541,0.03837402095905913,0.04768643809056207,0.05223077626260703,0.019121677557728325,0.018358129876288095,0.015115172934735736,0.031404275999333355,0.030044231325176425,0.02005927404704578,0.015735388693072706,0.015352378830511977,0.014242715393962673,0.01619614915213331,0.015635638121254868,0.011667766519738058,0.05721363075227687,0.056293361456123236,0.05610524525687696,0.05540273695141163,0.05458994953729694,0.05626459422046759,0.019657395892948647,0.015757866090624403,0.01679649361478315,0.020854793377941196,0.016210039962786336,0.01756665652331828,0.02822445503251629,0.023149394333495648,0.02190361239241128
CGMP_201812_CG_2_day,0.005974236347257582,0.016742955785047534,0.00945656258017959,0.008510148615572864,0.00835751857055202,0.007264116753409397,0.0037650121878310227,0.007016825653343855,0.006589093591436674,0,0.0062111235709123025,0.005690882039171777,0.004280507031829234,0.011661334682712974,0.006576424926251334,0.014172722168422016,0.017783176737998226,0.014524546523940658,0.017697755912058567,0.018332482949572435,0.018472458619837633,0.02327897505681346,0.01913116130238009,0.019062754190328796,0.024538040150900636,0.0266931196830509,0.023897247152060163,0.024819607676382974,0.03372591821574626,0.029609181711855826,0.027005624390524424,0.04197840608669909,0.034395651625267254,0.06194828059399518,0.062017187828485885,0.06332427774001284,0.060617640038840126,0.06091827409582923,0.0626705201404151,0.02423711842964007,0.02514222637116823,0.031813207578548275,0.025711818304276945,0.025995542243071802,0.03572715253590262,0.02413222970989848,0.023029396370658463,0.0323050870521582,0.047595836948051654,0.05390243333700641,0.06283626393714822,0.04192402733744543,0.051098075074829975,0.056652136570299286,0.015435215334612243,0.014936175383778016,0.012321129574476982,0.028160804885302745,0.026790113921708197,0.023168362570513308,0.01235843644501299,0.01196977014309462,0.01135657970555298,0.01200988051573299,0.012000069695104244,0.010430683630966654,0.060479101486179784,0.05954139857391317,0.05931884095203245,0.05865884209820068,0.05778314441497749,0.05946759281830874,0.024284388609207425,0.020235773709877385,0.02036315196138348,0.024878780254589245,0.019141205363959933,0.020321546059798544,0.03180290028402521,0.026989999662505114,0.025956939134310783
