"","Begin_Date","Begin_Hour","Dolphin_other","Mn_","Mn_other","Mn_sing","Mn_social","Mn_song","Mn_uk","baleen_uk","dolphin_BP","dolphin_other","fish_C","fish_P","fish_c","fish_chorus","fish_p","mN_","minke_sw","minke_uk","uk_","uk_uk","dol_w","Notes","SiteID"
"163",2019-04-17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"; low frequency pulses","CGMP"
"164",2019-04-17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,"; ; ; tonal","CGMP"
"165",2019-04-17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,"tonal; ; ","CGMP"
"166",2019-04-17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"CGMP"
"167",2019-04-17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"168",2019-04-17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"169",2019-04-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"170",2019-04-18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"171",2019-04-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"172",2019-04-18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"173",2019-04-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"CGMP"
"174",2019-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"175",2019-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"LF pulses","CGMP"
"176",2019-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"177",2019-04-18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"178",2019-04-18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"CGMP"
"179",2019-04-18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"180",2019-04-18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses","CGMP"
"181",2019-04-18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"182",2019-04-18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,"; ; ","CGMP"
"183",2019-04-18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"184",2019-04-18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"185",2019-04-18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"186",2019-04-18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"CGMP"
"187",2019-04-18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"loud","CGMP"
"188",2019-04-18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"189",2019-04-18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"190",2019-04-18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"191",2019-04-18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"192",2019-04-18,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"193",2019-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"194",2019-04-19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"195",2019-04-19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"196",2019-04-19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"197",2019-04-19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"198",2019-04-19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"199",2019-04-19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"200",2019-04-19,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"201",2019-04-19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"202",2019-04-19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"203",2019-04-19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,"CGMP"
"204",2019-04-19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"205",2019-04-19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"maybe dolphin? creaky; ","CGMP"
"206",2019-04-19,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"207",2019-04-19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"CGMP"
"208",2019-04-19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"209",2019-04-19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,NA,"CGMP"
"210",2019-04-19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"211",2019-04-19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"212",2019-04-19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"CGMP"
"213",2019-04-19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,"; ; sound like fish from main chorus","CGMP"
"214",2019-04-19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"; 2-3 species","CGMP"
"215",2019-04-19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"CGMP"
"216",2019-04-19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"rain","CGMP"
"217",2019-04-20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"218",2019-04-20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"219",2019-04-20,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"220",2019-04-20,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"221",2019-04-20,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"222",2019-04-20,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"223",2019-04-20,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"; LF","CGMP"
"224",2019-04-20,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"225",2019-04-20,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,"; ; LF pulses","CGMP"
"226",2019-04-20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"227",2019-04-20,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"228",2019-04-20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"229",2019-04-20,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"230",2019-04-20,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"; ; ","CGMP"
"231",2019-04-20,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"232",2019-04-20,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"233",2019-04-20,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"234",2019-04-20,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"235",2019-04-20,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"236",2019-04-20,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"237",2019-04-20,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"238",2019-04-20,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"239",2019-04-20,22,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,"CGMP"
"240",2019-04-20,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,"CGMP"
"241",2019-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"242",2019-04-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses","CGMP"
"243",2019-04-21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"244",2019-04-21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses","CGMP"
"245",2019-04-21,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"; LF pulses; ","CGMP"
"246",2019-04-21,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"LF pulses; ; ","CGMP"
"247",2019-04-21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses, loud","CGMP"
"248",2019-04-21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"CGMP"
"249",2019-04-21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"250",2019-04-21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"CGMP"
"251",2019-04-21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"maybe dolphin? or fish pulses; ","CGMP"
"252",2019-04-21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"253",2019-04-21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"CGMP"
"254",2019-04-21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,"possible RW??; possible RW?; ; fish? dolphins?","CGMP"
"255",2019-04-21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,"; ; ; LF pulses; fish?","CGMP"
"256",2019-04-21,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,"; ; squeaky; ","CGMP"
"257",2019-04-21,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"; LF pulses","CGMP"
"258",2019-04-21,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NA,"CGMP"
"259",2019-04-21,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"very loud; LF pulses","CGMP"
"260",2019-04-21,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"CGMP"
"261",2019-04-21,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"CGMP"
"262",2019-04-21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"263",2019-04-21,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,"CGMP"
"264",2019-04-21,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"265",2019-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"; ; LF pulses","CGMP"
"266",2019-04-22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"267",2019-04-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses","CGMP"
"268",2019-04-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"269",2019-04-22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"270",2019-04-22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"LF pulses","CGMP"
"271",2019-04-22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,"CGMP"
"272",2019-04-22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"; ; ","CGMP"
"273",2019-04-22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"274",2019-04-22,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"275",2019-04-22,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"276",2019-04-22,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"277",2019-04-22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"278",2019-04-22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"279",2019-04-22,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"CGMP"
"280",2019-04-22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"281",2019-04-22,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"; LF pulses","CGMP"
"282",2019-04-22,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"CGMP"
"283",2019-04-22,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"CGMP"
"284",2019-04-22,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"CGMP"
"285",2019-04-22,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"CGMP"
"286",2019-04-22,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"CGMP"
"287",2019-04-22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"LF pulses","CGMP"
"288",2019-04-22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"289",2019-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"LF pulses; ","CGMP"
"290",2019-04-23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"291",2019-04-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"LF pulses","CGMP"
"292",2019-04-23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"293",2019-04-23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses","CGMP"
"294",2019-04-23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,"; ; LF pulses","CGMP"
"295",2019-04-23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,"LF pulses; maybe dolphin? squeaky; ","CGMP"
"296",2019-04-23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"maybe dolphin","CGMP"
"297",2019-04-23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"298",2019-04-23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,"CGMP"
"299",2019-04-23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"300",2019-04-23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses","CGMP"
"301",2019-04-23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"barky calls; ","CGMP"
"302",2019-04-23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"CGMP"
"303",2019-04-23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,"; LF pulses; ","CGMP"
"304",2019-04-23,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"; LF pulse","CGMP"
"305",2019-04-23,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"; LF pulse","CGMP"
"306",2019-04-23,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,"CGMP"
"307",2019-04-23,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"loud","CGMP"
"308",2019-04-23,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"; LF pulses","CGMP"
"309",2019-04-23,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"CGMP"
"310",2019-04-23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"LF pulses, short; ","CGMP"
"311",2019-04-23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,"CGMP"
"312",2019-04-23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"LF pulses, short","CGMP"
"313",2019-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"LF pulses","CGMP"
"314",2019-04-24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"315",2019-04-24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"LF pulses; ","CGMP"
"316",2019-04-24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"LF pulses","CGMP"
"317",2019-04-24,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"; LF pulses","CGMP"
"318",2019-04-24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"LF pulses","CGMP"
"319",2019-04-24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"320",2019-04-24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"LF pulses","CGMP"
"321",2019-04-24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,"CGMP"
"322",2019-04-24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"CGMP"
"323",2019-04-24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"CGMP"
"324",2019-04-24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulse","CGMP"
"325",2019-04-24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,"dolphin?; LF pulses; ","CGMP"
"326",2019-04-24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"LF pulses","CGMP"
"327",2019-04-24,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"; LF pulses; ","CGMP"
"328",2019-04-24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"LF pulses","CGMP"
"329",2019-04-24,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"; LF pulses","CGMP"
"330",2019-04-24,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"; LF pulses","CGMP"
"331",2019-04-24,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"; LF pulses","CGMP"
"332",2019-04-24,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"; LF pulses","CGMP"
"333",2019-04-24,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,"CGMP"
"334",2019-04-24,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"; LF pulse","CGMP"
"335",2019-04-24,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"CGMP"
"336",2019-04-24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,"LF pulses; LF pulses; ","CGMP"
"337",2019-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"CGMP"
"338",2019-04-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,"; ; LF pulse","CGMP"
"339",2019-04-25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses","CGMP"
"340",2019-04-25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"CGMP"
"341",2019-04-25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"CGMP"
"342",2019-04-25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses","CGMP"
"343",2019-04-25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"LF pulses","CGMP"
"344",2019-04-25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"LF pulses; ","CGMP"
"345",2019-04-25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,"; ; ; LF pulses","CGMP"
"346",2019-04-25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"; ; ","CGMP"
"347",2019-04-25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"; ; ; ","CGMP"
"348",2019-04-25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"LF pulses; ","CGMP"
"349",2019-04-25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses","CGMP"
"350",2019-04-25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"CGMP"
"351",2019-04-25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"; LF pulses","CGMP"
"352",2019-04-25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,"CGMP"
"353",2019-04-25,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"; ; LF pulses","CGMP"
"354",2019-04-25,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,"; ; ","CGMP"
"355",2019-04-25,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"; ; LF pulses","CGMP"
"356",2019-04-25,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"; LF pulses","CGMP"
"357",2019-04-25,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"; LF pulses","CGMP"
"358",2019-04-25,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"; LF pulses; ","CGMP"
"359",2019-04-25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"LF pulses; ","CGMP"
"360",2019-04-25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,NA,"CGMP"
"361",2019-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,"LF pulses, sound more mechanical; ; LF pulses; ","CGMP"
"362",2019-04-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"; LF pulses","CGMP"
