"","Begin_Date","Begin_Hour","Dolphin_BP","Mn_","Mn_nsong","Mn_other","Mn_social","Mn_song","fish_","fish_c","fish_p","minke_faint","minke_sw","uk_uk","dol_w","Notes","SiteID"
"257",2019-06-20,16,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"WP"
"258",2019-06-20,17,0,0,0,0,0,1,0,1,0,0,1,0,0,"; ; ","WP"
"259",2019-06-20,18,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"WP"
"260",2019-06-20,19,0,0,0,0,0,1,0,1,0,0,1,0,0,"; ; ","WP"
"261",2019-06-20,20,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"WP"
"262",2019-06-20,21,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"WP"
"263",2019-06-20,22,0,0,0,0,0,1,0,0,0,0,1,2,0,"; ; possible whale; possible dolphin, squeaky calls","WP"
"264",2019-06-20,23,0,0,0,0,0,1,0,0,0,0,0,3,1,"probably baleen whale, maybe minke; probably dolphin, squeaks and clicks; possible whale; ","WP"
"265",2019-06-21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,"WP"
"266",2019-06-21,1,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"WP"
"267",2019-06-21,2,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"WP"
"268",2019-06-21,3,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"WP"
"269",2019-06-21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"WP"
"270",2019-06-21,5,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"WP"
"271",2019-06-21,6,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"WP"
"272",2019-06-21,7,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"WP"
"273",2019-06-21,8,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"WP"
"274",2019-06-21,9,0,0,0,0,0,1,0,0,0,0,2,0,0,"; ; loud sw call overlapping with loud Mn song","WP"
"275",2019-06-21,10,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"WP"
"276",2019-06-21,11,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"WP"
"277",2019-06-21,12,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"WP"
"278",2019-06-21,13,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"WP"
"279",2019-06-21,14,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"WP"
"280",2019-06-21,15,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"WP"
"281",2019-06-21,16,0,0,1,0,0,1,0,1,0,0,0,0,0,"; ; ","WP"
