SiteID,Start.date,Start.hour,PresentTotal,PresenceTime,CPAPresent,TBPresent,ManeuverCPAPres,ManeuverTAPres,TAPresent,VesselCount,HumpbackPresent,DolphinPresent,Baleen,Minke,Other_Bio,FishChorusP,SnappingShrimp,Notes,ExtraNotes,Biology,Weekday
West Pimpernel,12/13/2018,15,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/13/2018,16,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/13/2018,17,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/13/2018,18,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/13/2018,19,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Thursday
West Pimpernel,12/13/2018,20,0,,0,0,0,0,0,0,0,0,0,0,,1,1,"500 hz, 1-2 khz",,"Fish Chorus, Snapping Shrimp",Thursday
West Pimpernel,12/13/2018,21,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Thursday
West Pimpernel,12/13/2018,22,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Thursday
West Pimpernel,12/13/2018,23,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,"unk possible baleen calls, either RW or humpback starting at 23:27:33","Delphinid spp., Snapping Shrimp",Thursday
West Pimpernel,12/14/2018,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,1,,"chirpy calls 00:08:58, dolphins?","Delphinid spp., Snapping Shrimp",Friday
West Pimpernel,12/14/2018,1,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,2,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,3,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,4,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,5,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Friday
West Pimpernel,12/14/2018,6,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,7,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,8,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,9,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,10,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,11,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,12,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,13,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,14,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,15,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,16,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,17,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,18,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,19,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,20,0,,0,0,0,0,0,0,0,1,0,0,,1,1,1-2 khz,,"Delphinid spp., Fish Chorus, Snapping Shrimp",Friday
West Pimpernel,12/14/2018,21,0,,0,0,0,0,0,0,0,1,0,0,,1,1,500 hz,,"Delphinid spp., Fish Chorus, Snapping Shrimp",Friday
West Pimpernel,12/14/2018,22,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/14/2018,23,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/15/2018,0,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Saturday
West Pimpernel,12/15/2018,1,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,2,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,3,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Saturday
West Pimpernel,12/15/2018,4,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Saturday
West Pimpernel,12/15/2018,5,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Saturday
West Pimpernel,12/15/2018,6,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,7,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,8,1,,0,1,0,0,0,1,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,9,1,,0,0,0,0,1,1,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,10,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,11,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,12,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,13,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,14,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,15,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,16,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,17,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,18,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,19,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,20,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Saturday
West Pimpernel,12/15/2018,21,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Saturday
West Pimpernel,12/15/2018,22,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/15/2018,23,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Saturday
West Pimpernel,12/16/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,1,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,2,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,,"squeak at 02:14:00, not sure what it is",Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,3,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,4,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Sunday
West Pimpernel,12/16/2018,5,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Sunday
West Pimpernel,12/16/2018,6,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,7,1,,0,1,0,0,0,1,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,8,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,9,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,10,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,11,1,,0,0,0,0,1,1,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,12,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,13,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,14,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,15,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,16,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,17,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,18,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,19,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,20,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Sunday
West Pimpernel,12/16/2018,21,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,check upsweeps starting 21:04:21,Snapping Shrimp,Sunday
West Pimpernel,12/16/2018,22,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Sunday
West Pimpernel,12/16/2018,23,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
West Pimpernel,12/17/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,possible whale 00:28:12,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,1,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,2,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,3,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,4,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,5,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Monday
West Pimpernel,12/17/2018,6,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,7,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,8,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,9,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,10,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,11,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,12,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,13,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,14,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,15,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,16,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,17,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,18,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,19,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
West Pimpernel,12/17/2018,20,0,,0,0,0,0,0,0,0,0,0,0,,1,1,"1-2 khz, 500 hz",,"Fish Chorus, Snapping Shrimp",Monday
West Pimpernel,12/17/2018,21,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Monday
West Pimpernel,12/17/2018,22,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Monday
West Pimpernel,12/17/2018,23,0,,0,0,0,0,0,0,0,1,0,0,,1,1,500 hz,,"Delphinid spp., Fish Chorus, Snapping Shrimp",Monday
West Pimpernel,12/18/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,1,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,2,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,3,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,4,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,faint upsweep 04:20:24,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,5,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Tuesday
West Pimpernel,12/18/2018,6,1,,0,1,0,0,0,1,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,7,1,,0,2,0,0,0,2,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,8,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,9,1,,0,1,0,0,0,1,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,10,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,11,1,,0,1,0,0,0,1,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,12,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,13,1,,0,0,0,0,1,1,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,14,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,15,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,check upsweeps 15:10:07,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,16,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,17,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Tuesday
West Pimpernel,12/18/2018,18,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Tuesday
West Pimpernel,12/18/2018,19,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Tuesday
West Pimpernel,12/18/2018,20,0,,0,0,0,0,0,0,0,0,0,0,,1,1,"500 hz, 1-2 khz",,"Fish Chorus, Snapping Shrimp",Tuesday
West Pimpernel,12/18/2018,21,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Tuesday
West Pimpernel,12/18/2018,22,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Tuesday
West Pimpernel,12/18/2018,23,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Tuesday
West Pimpernel,12/19/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,1,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,2,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,3,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,4,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,5,1,,0,1,0,0,0,1,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Wednesday
West Pimpernel,12/19/2018,6,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,7,1,,0,1,0,0,0,1,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,8,1,,0,2,0,0,0,2,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,9,1,,0,0,0,1,0,1,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,10,1,,0,0,0,0,1,1,0,0,0,0,1,0,1,10:08:15 weird biological dolphin laughing sound???,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,11,1,,0,1,0,0,0,1,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,12,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,13,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,14,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,15,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,16,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,17,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,18,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,19,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Wednesday
West Pimpernel,12/19/2018,20,0,,0,0,0,0,0,0,0,0,0,0,,1,1,"1-2 khz, 500 hz",,"Fish Chorus, Snapping Shrimp",Wednesday
West Pimpernel,12/19/2018,21,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Wednesday
West Pimpernel,12/19/2018,22,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Wednesday
West Pimpernel,12/19/2018,23,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Wednesday
West Pimpernel,12/20/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Thursday
West Pimpernel,12/20/2018,1,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,2,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,3,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,4,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,5,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Thursday
West Pimpernel,12/20/2018,6,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,check upsweeps 06:28:57,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,7,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,check upsweeps 07:13:52,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,8,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,9,1,,0,0,0,0,1,1,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,10,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,11,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,12,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,13,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,14,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,15,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,16,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,17,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,18,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Thursday
West Pimpernel,12/20/2018,19,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Thursday
West Pimpernel,12/20/2018,20,0,,0,0,0,0,0,0,0,0,0,0,,1,1,"1-2 khz, 500 hz",,"Fish Chorus, Snapping Shrimp",Thursday
West Pimpernel,12/20/2018,21,0,,0,0,0,0,0,0,0,0,0,0,,1,1,0-1 khz,,"Fish Chorus, Snapping Shrimp",Thursday
West Pimpernel,12/20/2018,22,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Thursday
West Pimpernel,12/20/2018,23,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Thursday
West Pimpernel,12/21/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,1,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,2,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,3,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,4,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,5,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Friday
West Pimpernel,12/21/2018,6,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,7,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,8,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,9,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,10,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,11,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,12,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,13,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,14,1,,0,1,0,0,0,1,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,15,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,16,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Friday
West Pimpernel,12/21/2018,17,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Friday
West Pimpernel,12/21/2018,18,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Friday
West Pimpernel,12/21/2018,19,0,,0,0,0,0,0,0,0,0,0,0,,1,1,0-1 khz,,"Fish Chorus, Snapping Shrimp",Friday
West Pimpernel,12/21/2018,20,0,,0,0,0,0,0,0,0,0,0,0,,1,1,"1-2 khz, 500 hz",,"Fish Chorus, Snapping Shrimp",Friday
West Pimpernel,12/21/2018,21,0,,0,0,0,0,0,0,0,0,0,0,,1,1,0-1 khz,,"Fish Chorus, Snapping Shrimp",Friday
West Pimpernel,12/21/2018,22,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Friday
West Pimpernel,12/21/2018,23,0,,0,0,0,0,0,0,0,0,0,0,,1,1,500 hz,,"Fish Chorus, Snapping Shrimp",Friday
West Pimpernel,12/22/2018,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/22/2018,1,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/22/2018,2,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/22/2018,3,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/22/2018,4,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Saturday
West Pimpernel,12/22/2018,5,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1-2 khz,,"Fish Chorus, Snapping Shrimp",Saturday
West Pimpernel,12/22/2018,6,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,check upsweep 06:23:17,Snapping Shrimp,Saturday
