SiteID,Start.date,Start.hour,PresentTotal,PresenceTime,CPAPresent,TBPresent,ManeuverCPAPres,ManeuverTAPres,TAPresent,VesselCount,HumpbackPresent,DolphinPresent,Baleen,Minke,Other_Bio,FishChorusP,SnappingShrimp,Notes,ExtraNotes,Biology,Weekday
Cod Grounds,12/16/2018,0,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,1,0,,0,0,0,0,0,0,1,0,0,0,,0,1,,"humpback starting 01:06:35, again at 01:22:08","Baleen Whales, Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,2,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,3,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,4,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,5,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,6,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,7,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,8,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,9,0,,0,0,0,0,0,0,1,1,0,0,1,0,1,,humpback 9:22:13; weird dolphin/fish sound ~9:29:16,"Baleen Whales, Delphinid spp., Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,10,1,,0,1,0,0,0,1,1,0,0,0,,0,1,,humpback 10:06:53,"Baleen Whales, Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,11,0,,0,0,0,0,0,0,1,0,0,0,,0,1,,"humpback 11:07:26; RW gunshots 11:10:34, 11:32:43","Baleen Whales, Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,12,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,13,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,14,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,15,0,,0,0,0,0,0,0,0,1,1,0,,0,1,,,"Baleen Whales, Delphinid spp., Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,16,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,17,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,18,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,19,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,"lots of EC, esp towards beginning of file","Delphinid spp., Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,20,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,21,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Sunday
Cod Grounds,12/16/2018,22,0,,0,0,0,0,0,0,1,0,0,0,,0,1,,check humpback 22:08:42,"Baleen Whales, Snapping Shrimp",Sunday
Cod Grounds,12/16/2018,23,0,,0,0,0,0,0,0,1,0,0,0,,0,1,,humpback 23:06:50,"Baleen Whales, Snapping Shrimp",Sunday
Cod Grounds,12/17/2018,0,0,,0,0,0,0,0,0,1,0,0,0,,0,1,,,"Baleen Whales, Snapping Shrimp",Monday
Cod Grounds,12/17/2018,1,0,,0,0,0,0,0,0,1,0,0,0,,0,1,,,"Baleen Whales, Snapping Shrimp",Monday
Cod Grounds,12/17/2018,2,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
Cod Grounds,12/17/2018,3,0,,0,0,0,0,0,0,0,1,0,0,1,0,1,some non BP/EC clicks ~3:13:15; more dolphin monkey sounds 3:21:01,,"Delphinid spp., Snapping Shrimp",Monday
Cod Grounds,12/17/2018,4,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
Cod Grounds,12/17/2018,5,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
Cod Grounds,12/17/2018,6,0,,0,0,0,0,0,0,0,0,1,0,,0,1,,,"Baleen Whales, Snapping Shrimp",Monday
Cod Grounds,12/17/2018,7,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
Cod Grounds,12/17/2018,8,0,,0,0,0,0,0,0,0,0,0,0,,0,1,,,Snapping Shrimp,Monday
Cod Grounds,12/17/2018,9,0,,0,0,0,0,0,0,0,1,0,0,,0,1,,,"Delphinid spp., Snapping Shrimp",Monday
