"","Begin_Date","Begin_Hour","bal_pbw","bal_uk","boat_","dol_echolocation","dol_uk","fish_Pulse","fish_c","fish_p","fish_spikeylowfrequencyp","fish_uk","minke_boing","mn_uk","pm_","pm_clicks","pm_uk","uk_","uk_fish","uk_uk","dol_w","Notes","SiteID"
"1",2022-01-18,0,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"2",2022-01-18,1,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"3",2022-01-18,2,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"4",2022-01-18,3,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"5",2022-01-18,4,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"6",2022-01-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"unsure what is going on here, but this is a l-f bump; is this the beginning of vessel noise? [JM-- yep!]; louder l-f bump","SWS"
"7",2022-01-18,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"What could be causing these fluctuations? [JM-- could be a change in gear or speed or maneuvering or turning]; ; These might be fish grunts, but they are very l-f so not sure","SWS"
"8",2022-01-18,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,"These look like really faint fish pulses but I want to double check [JM-- I agree!]; hydrophone interference? [JM-- yes sounds like something bumping against hydrophone]; Possible fish pulse but want to double check [JM--agreed I think these are fish; updated annotation]; Possible fish grunt; possible fish noise","SWS"
"9",2022-01-18,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,"; ; Minke???? [JM-- this looks the same as your other UK low-frequency pulses. leave as uk for now]; More Minke??? [JM--same comment as above]","SWS"
"10",2022-01-18,9,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1,"double check [JM-- yep these are fish!]; confident about this one; double check [JM-- sounds more like a right whale or humpback if anything; changed annotation to uk]; possible fish pulses; possible fish pulses; possible fish chorusing [JM-- agreed these are fish but not quite a chorus; updated annotation]","SWS"
"11",2022-01-18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,"; [JM-- could be vessel-related, leave as uk] I think this is fish pulse but it is a little hard to distinguish from the vessel noise; [JM-- I think this is still just vessel noise; updated annotation] double check; [JM-- agree this is fish; updated annotation] fish maybe? but it seems too high frequency; are these fish pulses? Or are they too high frequency","SWS"
"12",2022-01-18,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,"[JM--very likely! will be interesting to see if we get whistles during this hour] It almost sounds like dolphin echolocation?; [JM-- could be a fish or something scraping; leave as uk] this might be anthropogenic but just want to make sure; ; I can't quite tell if this is fish pulse or part of the vessel noise; [JM--could be vessel related but let's send around to the group] I am not sure what these are; possible fish chorus; [JM-- this sounds the same to me as your earlier seln]","SWS"
"13",2022-01-18,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,"possible fish chorus; [JM-- probably too low for fish; probably flow noise or similar] would this be fish pulse?; [JM-- possibly but leave as uk for now] are these faint fish pulses?; [JM-- more likely fish] dolphin echolocation?; [JM-- make clip to send around; also more ex later in this hour] I think these are fish pulses, but just want to double check incase they are snapping shrimp; double check; This seems like an odontecete, evenly-spaced clicks at frequency too high for fish, otherwise might be shrimp; [JM-- these are probably distant dolphins but not enough info to log]; is this biological?","SWS"
"14",2022-01-18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"; Originally thoght this was fish pulse, but the lines are very uniform which makes me think odontecete?; [JM-- not sure] snapping shrimp?","SWS"
"15",2022-01-18,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"[JM-- a bit low for dolphins; I would lean toward fish] is this dolphin echolocation?; [JM-- I think this is just a blip/noise?] double check; [JM-- possibly but very faint] fish pulse?","SWS"
"16",2022-01-18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,"faint fish pulse?; [JM added] possible distant whale?; are these faint fish pulses?; ; faint fish pulses?; [JM updated freq range] low-freuency bump, might be fish; snapping shrimp?; [JM-- dolphins!] some kind of pulse","SWS"
"17",2022-01-18,16,0,0,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,14,1,"[JM-- might also be dolphins] pulse or chorus?; ; [JM-- likely fish; looks and sounds similar to pulsees from 14:00 hour] what is this?; would this be a different fish than the darker pulses above? And if so, would this be considered a chorus?; [JM-- fish! updated annot] I feel like this is too high frequency for fish calls but too low frequency for dolphin echolocation so I want to double check; ; [JM-- agree] snapping shrimp?; looks like higher-frequency fish calls? Or is it too high frequency; [JM-- I woudl lean toward fish but could be dolphin; send to odt team] similar to annotation 4, but more concentrated; [JM-- leave as uk for now; could be distant whale or fish] single line, not audible; high frequency pulse, more spaced out, not audible; ; [JM-- definitely looks whaley but doesn't look like song]; looks like fish pulse, but very high frequency (5.2 kHz); single line, not audible; Looks different than previous fish p of the hour; [JM-- fish! updated annot] Not sure, audible sound, almost like a croak?; ~5.2 kHz broad pulse, inaudible; [JM-- dolphin whistle! we don't need to log these since we'll run the detector] swooped line; dark cloud, ~4.8kHz; double check, looks different than previous fish p of the hour; possible hydrophone interference; snapping shrimp? Broad kHz range; I think this is a fish pulse, ~.2-1.7 kHz - didn't want to make it official because I already logged previous fish pulses for this hour but I just want to make sure I am identifying correctly","SWS"
"18",2022-01-18,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,14,1,"; similar to the 'croak' sound earler; ; [JM-- too low for minke] low-frequency bump, I almost want to say minke because it looks a little like a flag but I know that is unlikely; [JM-- uk could be fish or dolphin] double check, different than previous fish p of hour - very large bands so might not be fish - chorous?; broad faint pulses, ~0.4 - 1.4 kHz; similar to the sharp high-frequency lines constant throughout all recordings, but much bolder; really faint pulse, unsure if significant or not; snapping shrimp?; ; very small line, unsure if significant; higher frequency shadow, unsure if significant; 'croak' sound similar to earlier; snapping shrimp; pulses seem slightly different than previous in hour, but maybe not different enough; shadow; high frequency pulses, at an angle?; single-line shaodw, slightly audible","SWS"
"19",2022-01-18,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,"[JM-- probably just ambient noise; not sure there's a signal here] could this be a faint humpback whale song?; very faint; snapping shrimp?; low frquency shadows, unsure if significant; originally thought dolphin whistle, but unsure; maybe fish pulse? But it's incredibly small so I'm not sure","SWS"
"20",2022-01-18,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,"Can't tell if these are small pulses or not; Hard to tell, but are these fish pulses?; double check; may be shrimp snaps; [JM--louder pulses, fish?","SWS"
"21",2022-01-18,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,"slanted line, low frequency; snapping shrimp?; possible fish pulse?; small shadow; possible fish pulse; almost looks like an upsweep up some kind, very faint; may be negligible, but slight low frequency bump; noise shadow; ; possibly fish p, but very faint","SWS"
"22",2022-01-18,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"shrimp?; [JM-- I think this is actually a distant vessel]; [JM-- these are probably fish but can't confirm] Double check - very prominant, flag-like - dark low fequency flag","SWS"
"23",2022-01-18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,"faint pulses, maybe fish?; snapping shrimp?; two big up-swoops, very faint; some kind of croak?; maybe fish pulse, similar to annotation 64 - dark low frequency flag; downswoop, faint; possible fish pulse; possible fish pulse","SWS"
"24",2022-01-18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"likely fish pulse, dark low-frequency flag call; single line, unsure if significant; likely fish pulse, similar to dark low-frequency flag call; hydrophone interference, followed by fish grunt?","SWS"
"25",2022-01-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,"[JM-- pulses; updated annot] fish chorus?; [JM-- could be more sperm whales?] fish or shrimp?; shrimp snap?; shrimp snap?","SWS"
"26",2022-01-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"likely fish pulse, dark low-frequency flag call; possible fish pulse","SWS"
"27",2022-01-19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"shrimp snap?; faint dark lines; interesting curve, very faint","SWS"
"28",2022-01-19,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"very faint, may be fish pulse; faint; either fish pulse or shrimp","SWS"
"29",2022-01-19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,"may be fish pulse, faint; likely fish pulse, dark low-frequency flag call; either fish p or snapping shrimp; want to verify this is fish pulse","SWS"
"30",2022-01-19,5,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,10,1,"[JM-- more likely fish]; may be a faint fish pulse; either fish pulse or snapping shrimp, I think it's snapping shrimp; [JM-- prob fish] dolphin echolocation or snapping shrimp?; ; ; [JM-- dolphin whistle] whale?; likely fish; interesting faint shape, inaudible; double check; [JM-- yep these are fish! similar to previous day] faint pulses, might be fish?; might be more dolphin echolocation; fish pulse? or a faint whale song; double check; likely fish pulse; different than previous fish p documented within the hour; long pulse train","SWS"
"31",2022-01-19,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,"[JM-- more likely fish but will send some clips to ODT team] double check; ; could be fish p, double check, very faint; snapping shrimp?; ; ; likely fish pulse; most likely a fish pulse, but want to double check; shrimp snap?; Pretty sure this is a fish pulse, but I already noted a fish pulse for the hour - this one is a little different so I just wanted to bookmark it to come back to later; [JM-- these are probably distant whistles] is this also fish pulse? HIgher frequency; small section of long train pulse","SWS"
"32",2022-01-19,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,"; likely fish pulse, dark low frequency flag call; [JM-- I'm not sure what these are; they look potentially humpback-ish but I can't hear them] more fish pulses?; faint; Interesting hydrophone interference","SWS"
"33",2022-01-19,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,"; [JM-- dolphins!] is this anthropogenic? Or dolphin wistles?; ; really interesting pattern, haven't seen them quite this strong yet","SWS"
"34",2022-01-19,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,"likely fish pulses, but almost sounds like dolphin echolocation; likely fish p, dark low frequency flag call; ; double check; hydrophone interference/fish grunts(?); possibly fish pulse","SWS"
"35",2022-01-19,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,"likely fish pulse, dark low frequency flag call; possibly fish call, but lines are evenly space - odontecete or vessel?; seems like fish pulse? But ~5.6 kHz; either fish pulses or sperm whale?; ; evenly-spaced","SWS"
"36",2022-01-19,11,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,"; lower frequency; likely fish pulse, starts pretty evenly spaced out and gets faster; spaced out visible pulses as the fish chorus builds; chorus builds","SWS"
"37",2022-01-19,12,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,"; ; 'croak'; double check - more intense; could be a higher-frequency fish chorus, but was not able to identify a strong array of fish pulses to lead up to it","SWS"
"38",2022-01-19,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,"likely fish pulse; continuiation of fish chorus?; likely fish pulse; ; two faint horizontal lines, might be faint vessel","SWS"
"39",2022-01-19,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,"likely fish pulse; continuation of fish chorus?; ; might be part of vessel noise, but also might be fish pulse","SWS"
"40",2022-01-19,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,"high frequency, might be shrimp/dolphin; possibly fish pulse? but high frequency, maybe dolphin/shrimp; ; almost sounds like some kind of interference, unsure; dolphin?; dolphin?; lower frequency; maybe fish pulse, dark low frequency flag call","SWS"
"41",2022-01-19,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,"dark low fequency flag calls; spaced; high frequency / evenly spaced, dolphin?; NEW - has a minke-ish flag look, sounds like dolphin though; likely fish, loud; probably dolphin, but could it be sperm whale?; sounds like fish pulse, frequency range might suggest otherwise?(too high frequency?); dark low frequency flag call","SWS"
"42",2022-01-19,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,"spaced; part of vessel of cool new fish noise?; similar noise as marked earlier in the hour, possibly fish noise; interesting noise, sounds like it might be coming from a boat, almost like 'clanging' but want to run it past you; I'm really not sure about this one","SWS"
"43",2022-01-19,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,"dolphin?; double check; seems like fish p; faint fish pulse; is this part of the dolphin sounds?; could be fish pulse, could be sperm whale? two-click pattern; interesting pattern, might be anthropogenic but not sure; dolphin whistles; possiblt anthropogenic? ","SWS"
"44",2022-01-19,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,"; dark low frequency flag call; louder; spaced; are these whales?; probably hydrophone interference","SWS"
"45",2022-01-19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,"dolphin whistle? ; looks like it could be fish p, sounds like weird dolphin whistle; characteristically looks like fish pulses, but might be an extension of the dolphin celebration going on; are these sounds part of the dolphins?","SWS"
"46",2022-01-19,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,"dark low frequency flag shaped call; probably more dolphin echolocation, but just incase its' a sperm whale...; faint, double check","SWS"
"47",2022-01-19,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,"vary interesting fast-pased-pulse noise, might be fish, might be dolphin; dark low frequency flag shaped call; might be nothing, very small low frequency pulses, reacurring; spaced","SWS"
"48",2022-01-19,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"; dark low frequency flag call ","SWS"
"49",2022-01-20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"faint","SWS"
"50",2022-01-20,1,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"51",2022-01-20,2,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"52",2022-01-20,3,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"53",2022-01-20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"dark low frequency flag call","SWS"
"54",2022-01-20,5,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"55",2022-01-20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"possibly very faint fish p; possible fish pulse, single line; another single pulse","SWS"
"56",2022-01-20,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"very faint, likely negligable, dark shadow with vague pulses; possible hydrophone interference; ","SWS"
"57",2022-01-20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"very faint, possible fish p; possible hydrophone interference; likely very faint fish pulse; interesting decreasing sloped line","SWS"
"58",2022-01-20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"faint whale call? Could also be the low frequency part of a dolphin whistle; faint single line pulse","SWS"
"59",2022-01-20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"possible hydrophone interference; very small low frequency pulses, may be anthropogenic; likely vessel noise, but just want to double check","SWS"
"60",2022-01-20,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"very very small pulse; shaped like a '1'; ","SWS"
"61",2022-01-20,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"; click, might be shrimp","SWS"
"62",2022-01-20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"likely faint fish pulse","SWS"
"63",2022-01-20,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,"click, possibe shrimp, but could be fish p; faint, double check; ; dark low frequency flag call ; possible fish pulse, spaced call; fish pulses or vessel noise?","SWS"
"64",2022-01-20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"fish p?; fish p?","SWS"
"65",2022-01-20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"possible fish pulse? hard identify over the vessel noise","SWS"
"66",2022-01-20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rapid clicks - vessel noise? ","SWS"
"67",2022-01-20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"is this vessel noise? Very thin horizontal line","SWS"
"68",2022-01-20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"p","SWS"
"69",2022-01-20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"part of the vessel noise?","SWS"
"70",2022-01-20,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,"spaced, double check; dark low frequency flag call; ; vessel noise?","SWS"
"71",2022-01-20,22,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"72",2022-01-20,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"dark low frequence flag call; ","SWS"
"73",2022-01-21,0,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"74",2022-01-21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,"possible hydrophone interference; dark low frequency flag call; ; multiple dark low frequency flag calls","SWS"
"75",2022-01-21,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"possibly faint fish p; high frequenyc, double check, faint; ","SWS"
"76",2022-01-21,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"louder low frequency flag call, possible hydrophone interference ; ","SWS"
"77",2022-01-21,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"; ; looks like dolphin whistles","SWS"
"78",2022-01-21,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"; dark low frequency flag call - sounds similar to bluefish sounds; similar to lf flag call, might be fish pulse but likely vessel noise","SWS"
"79",2022-01-21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"could these be fish pulses? Or more vessel noise?; This also sounds like a fish pulse, but can't be sure due to vessel noise in the background; possible fish pulse?","SWS"
"80",2022-01-21,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,"double check; faint fish pulses; dark low frequency flag calls, potential hydrophone interference; likely different fish p; Fairly certain this is vessel noise, but why are the lines more bumpy/modulating than previous vessel sounds?","SWS"
"81",2022-01-21,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,"fish pulses? very faint; ; dark low frequency flag call - likely hydrophone interference; lower frequency; paced","SWS"
"82",2022-01-21,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"; very small low frequency","SWS"
"83",2022-01-21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"louder low-frequency pulses; likely faint fish p?","SWS"
"84",2022-01-21,11,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,"spaced call, loud/clear; might want to double check; pretty sure this is fish p, but double check incase it is odontecete because pulses are very evenly spaced; double check, but I noticed what looked to be fish pulses leading up to this darker line","SWS"
"85",2022-01-21,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"definitley pulses present, but would tihs qualify as the tail end of the chorus?; fish chorus?","SWS"
"86",2022-01-21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"weird sound, thinking might be fish pulse","SWS"
"87",2022-01-21,14,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"88",2022-01-21,15,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"89",2022-01-21,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,"might be fish based on frequency, but might be shrimp?; spaced call; originally thought this could be a whale call but I turned the volume up and it sounds like a dolphin whistle; fish pulse?; faint, double check incase this is vessel; spaced call","SWS"
"90",2022-01-21,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,"whale or dolphin?; dolphin echolocation?; looks like faint fish p but very high frequency; ","SWS"
"91",2022-01-21,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,"; new-looking sound, might be abiotic but want to double check; double check","SWS"
"92",2022-01-21,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"fish p or shrimp snap?; ; interesting grunt sound, might be fish","SWS"
"93",2022-01-21,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"dark - possibly african pompano? (recordings sound similar); initially thought these were fish pulses but haven't seen them this strong before","SWS"
"94",2022-01-21,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,"dolphin whistle?; ; possible fish pulse? Hard to hear over dolphin whistles","SWS"
"95",2022-01-21,22,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"96",2022-01-21,23,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"97",2022-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"dark low frequency flag call","SWS"
"98",2022-01-22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"probably nothing, but very faint horizontal squiggles; might be a stretch, but again, sounds like african pompano recording a bit; could these be sperm whale clicks?","SWS"
"99",2022-01-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"dolphin whistles?; likely hydrophone interference","SWS"
"100",2022-01-22,3,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"101",2022-01-22,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,"is this a new vessel noise?; dark low frequency flag call; african pompano? Very scratchy","SWS"
"102",2022-01-22,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,"scratchy; dark low frequency flag call - bluefish?; is this fish p or vessel noise?; is this dolphin sound?; goofy dolphin sound; low-frequency knock; double check, might be part of the vessel noise","SWS"
"103",2022-01-22,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,"dolphin noise or fish grunt?; fish grunt or dolphin sound?; fish pulse or dolphin sound?; scratchy; really weird noise, can't tell if its dolphin or fish; dark low frequency flag call","SWS"
"104",2022-01-22,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"; sounds a little like underwater bubbles; dark low frequency flag calls","SWS"
"105",2022-01-22,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"faint; ; 'knock'","SWS"
"106",2022-01-22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"may be fish pulse","SWS"
"107",2022-01-22,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"very spaced","SWS"
"108",2022-01-22,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"dark low freuency flag call; very spaced, low frequency, sounds similar to 'dark low frequency flag call' but pulsed; very faint","SWS"
"109",2022-01-22,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,"possibly fish pulses? Low frequency scratches; ; is this fish pulse or sperm whale clicks? Very evenly spaced; double check; possibly fish pulse? Very rapid low frequency pulses; is this vessel noise?","SWS"
"110",2022-01-22,13,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"111",2022-01-22,14,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"112",2022-01-22,15,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,"SWS"
"113",2022-01-22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"click","SWS"
"114",2022-01-22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"single fish pulse?","SWS"
"115",2022-01-22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"dark low frequency flag call","SWS"
"116",2022-01-22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,"dark low rfequency flag call; possibly fish pulse? Single line, mix of 'click' and 'crunch'; low frequency flag call, very clear, has almost a 'grunt' sound","SWS"
"117",2022-01-22,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"grunt","SWS"
"118",2022-01-22,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"faint, scratchy","SWS"
"119",2022-01-22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"sounds similar to dark low frequency flag calls, but spaced and pulsed, with less of a flag shape; really interesting high-energy sound, I think its a fish","SWS"
"120",2022-01-22,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"dark low frequency flag call, very loud, 3 clear evenly-spaced pulses; single pulse, mix between 'click' and 'crunch'; dark low frequency flag call, small","SWS"
"121",2022-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"likely fish, but might be vessel; dark low frequency flag call","SWS"
"122",2022-01-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,"faint spaced clicks, unsure if fish or vessel; fish or snapping shrimp?; dark low frequency flag call; low frequency flag call; maybe snapping shrimp, but had an interesting sound; interesting dome, sounds like wind/storm almost?","SWS"
"123",2022-01-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"dark low frequency flag call; similar to low frequency flag call, but more of a popping noise; dark flag calls but sounds like hydrophone interference","SWS"
"124",2022-01-23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"dark low frequency flag calls; dark low frequency flag calls","SWS"
"125",2022-01-23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"likely fish, low frequency pulses; dark low frequency flag call; interesting upswoop","SWS"
"126",2022-01-23,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,"possible fish pulses, very faint; very faint; vry small bumps, could be fish p; small pulses, migh be fish p or vessel; dark low frequency flag call","SWS"
"127",2022-01-23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"dark low frequency flag call, might be fish but also might be from vessel; long pulse train of low frequency bumps, might be fish","SWS"
"128",2022-01-23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"small pulses, might be fish but unsure (same characteristics as earlier annotation)","SWS"
"129",2022-01-23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"SWS"
"130",2022-01-23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"possible fish pulse, very faint","SWS"
