"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Bio_Category" "Call_type" "Notes"
2 "Spectrogram 1" 1 16071.113731407 16077.154749974 0 771.951 "2022/3/1" "8:23:20.1137" "8:23:26.1547" 6.041 "fish" "p" ""
3 "Spectrogram 1" 1 18910.247344922 18912.708500634 0 864.585 "2022/3/1" "9:10:39.2473" "9:10:41.7085" 2.4612 "fish" "p" ""
4 "Spectrogram 1" 1 20357.731497786 20365.338706352 0 77.195 "2022/3/1" "9:34:46.7315" "9:34:54.3387" 7.6072 "uk" "uk" "possible blue whale?"
5 "Spectrogram 1" 1 20873.60097848 20877.068970621 0 833.707 "2022/3/1" "9:43:22.6010" "9:43:26.0690" 3.468 "fish" "p" ""
6 "Spectrogram 1" 1 22335.740194906 22337.753867762 0 509.487 "2022/3/1" "10:07:43.7402" "10:07:45.7539" 2.0137 "fish" "p" ""
7 "Spectrogram 1" 1 23371.965190685 23378.453692109 0 849.146 "2022/3/1" "10:24:59.9652" "10:25:06.4537" 6.4885 "fish" "p" "spaced"
8 "Spectrogram 1" 1 28291.256669217 28304.34554278 1744.608 3844.314 "2022/3/1" "11:46:58.2567" "11:47:11.3455" 13.0889 "fish" "c" ""
9 "Spectrogram 1" 1 29239.204465662 29244.014906373 0 154.39 "2022/3/1" "12:02:46.2045" "12:02:51.0149" 4.8104 "uk" "uk" "whale?"
10 "Spectrogram 1" 1 32206.888735628 32212.929754195 0 324.219 "2022/3/1" "12:52:14.8887" "12:52:20.9298" 6.041 "fish" "p" ""
11 "Spectrogram 1" 1 43855.786189209 43860.037276349 0 1003.536 "2022/3/1" "16:06:22.7862" "16:06:26.0373" 4.2511 "fish" "p" ""
12 "Spectrogram 1" 1 48301.50652284 48316.161586402 2870.461 7517.604 "2022/3/1" "17:20:27.5065" "17:20:42.1616" 14.6551 "uk" "uk" "dolphin?"
13 "Spectrogram 1" 1 53658.13424069 53659.700430689 339.658 1049.853 "2022/3/1" "18:49:44.1342" "18:49:46.7004" 1.5662 "fish" "p" ""
14 "Spectrogram 1" 1 59205.736473521 59206.967051378 0 1358.633 "2022/3/1" "20:22:12.7365" "20:22:13.9671" 1.2306 "fish" "p" ""
15 "Spectrogram 1" 1 63895.681782098 63898.366679239 0 3442.9 "2022/3/1" "21:40:22.6818" "21:40:24.3667" 2.6849 "uk" "uk" "fish?"
16 "Spectrogram 1" 1 66663.777492089 66669.035415657 0 339.658 "2022/3/1" "22:26:29.7775" "22:26:34.0354" 5.2579 "fish" "p" ""
17 "Spectrogram 1" 1 70255.409558499 70261.226835638 0 324.219 "2022/3/1" "23:26:20.4096" "23:26:26.2268" 5.8173 "fish" "p" ""
18 "Spectrogram 1" 1 72408.17151704 72413.76505275 0 370.536 "2022/3/2" "0:02:13.1715" "0:02:19.7651" 5.5935 "fish" "p" ""
19 "Spectrogram 1" 1 76134.507129182 76142.67369132 0 277.902 "2022/3/2" "1:04:19.5071" "1:04:27.6737" 8.1666 "fish" "p" ""
20 "Spectrogram 1" 1 79785.777492089 79793.832183512 0 324.219 "2022/3/2" "2:05:11.7775" "2:05:19.8322" 8.0547 "fish" "p" ""
21 "Spectrogram 1" 1 84510.738334214 84517.114964924 0 231.585 "2022/3/2" "3:23:56.7383" "3:24:02.1150" 6.3766 "fish" "p" ""
1 "Spectrogram 1" 1 6052.396512819 6063.471713525 0 710.195 "2022/3/2" "5:36:12.3965" "5:36:23.4717" 11.0752 "uk" "uk" "dark low frequency flag calls"
2 "Spectrogram 1" 1 11107.062761368 11120.487247074 0 3350.266 "2022/3/2" "7:00:27.0628" "7:00:40.4872" 13.4245 "fish" "p" "spaced - double check"
3 "Spectrogram 1" 1 13082.610302776 13085.295199917 0 17029.231 "2022/3/2" "7:33:22.6103" "7:33:25.2952" 2.6849 "uk" "uk" "dark low frequency flag calls"
4 "Spectrogram 1" 1 14944.944681401 14947.965190685 1127.048 1914.438 "2022/3/2" "8:04:24.9447" "8:04:27.9652" 3.0205 "fish" "p" "faint"
5 "Spectrogram 1" 1 17683.170910698 17688.205092837 0 14265.648 "2022/3/2" "8:50:03.1709" "8:50:08.2051" 5.0342 "uk" "uk" "dark low frequency flag call"
6 "Spectrogram 1" 1 17886.115592099 17894.953378522 926.341 3149.559 "2022/3/2" "8:53:26.1156" "8:53:34.9534" 8.8378 "fish" "p" "spaced"
7 "Spectrogram 1" 1 26393.235532758 26414.938451316 0 972.658 "2022/3/2" "11:15:12.2355" "11:15:33.9385" 21.7029 "fish" "p" "spaced"
8 "Spectrogram 1" 1 27898.232438549 27906.734612829 0 771.951 "2022/3/2" "11:40:17.2324" "11:40:25.7346" 8.5022 "uk" "uk" "dark low frequency flag calls"
9 "Spectrogram 1" 1 33945.818510656 33950.96456351 0 3144.105 "2022/3/2" "13:21:04.8185" "13:21:09.9646" 5.1461 "uk" "uk" "I don't think this is fish chorus, is this a rain event?"
10 "Spectrogram 1" 1 34605.676806363 34610.039764217 0 796.653 "2022/3/2" "13:32:04.6768" "13:32:08.0398" 4.363 "fish" "p" ""
11 "Spectrogram 1" 1 41201.362330679 41203.599744963 0 407.59 "2022/3/2" "15:22:00.3623" "15:22:02.5997" 2.2374 "uk" "uk" "could be fish pulse"
12 "Spectrogram 1" 1 49690.135474208 49693.491595634 0 463.17 "2022/3/2" "17:43:28.1355" "17:43:31.4916" 3.3561 "fish" "p" "really small"
13 "Spectrogram 1" 1 54442.068364279 54444.082037135 0 1018.975 "2022/3/2" "19:02:40.0684" "19:02:42.0820" 2.0137 "fish " "p" "'croak'"
14 "Spectrogram 1" 1 58377.389676391 58378.732124961 185.268 1760.047 "2022/3/2" "20:08:15.3897" "20:08:16.7321" 1.3424 "fish" "p" "'croak'"
15 "Spectrogram 1" 1 62097.684269966 62104.620254247 0 889.287 "2022/3/2" "21:10:15.6843" "21:10:22.6203" 6.936 "fish " "p" ""
16 "Spectrogram 1" 1 63274.866365652 63285.605954216 0 870.76 "2022/3/2" "21:29:52.8664" "21:30:03.6060" 10.7396 "fish" "p" "spaced"
17 "Spectrogram 1" 1 65215.957727082 65265.404582764 2408.486 4057.373 "2022/3/2" "22:02:12.9577" "22:03:01.4046" 49.4469 "fish" "p" "scratchy"
18 "Spectrogram 1" 1 65713.816022788 65724.555611353 0 2760.495 "2022/3/2" "22:10:30.8160" "22:10:40.5556" 10.7396 "uk" "uk" "dark loq frequency flag calls"
19 "Spectrogram 1" 1 66346.377864227 66348.391537083 0 1185.716 "2022/3/2" "22:21:02.3779" "22:21:04.3915" 2.0137 "fish" "p" "'croak'"
20 "Spectrogram 1" 1 70616.103152761 70635.233044891 0 426.117 "2022/3/2" "23:32:12.1032" "23:32:31.2330" 19.1299 "fish" "p" "dark low frequency pulses"
21 "Spectrogram 1" 1 72732.954612039 72733.961448467 0 778.126 "2022/3/3" "0:07:29.9546" "0:07:30.9614" 1.0068 "uk" "uk" "either fish pulse or flag call"
22 "Spectrogram 1" 1 74146.541938497 74150.569284209 0 7429.253 "2022/3/3" "0:31:02.5419" "0:31:06.5693" 4.0273 "uk" "uk" "unsure if fish pulses or vessel noise"
23 "Spectrogram 1" 1 80099.932869238 80113.8048378 0 815.18 "2022/3/3" "2:10:16.9329" "2:10:30.8048" 13.872 "fish" "p" ""
24 "Spectrogram 1" 1 83936.472340701 83938.821625699 0 870.76 "2022/3/3" "3:14:12.4723" "3:14:15.8216" 2.3493 "uk" "uk" "I think this is fish pulse? Drawn out 'croak' sound"
1 "Spectrogram 1" 1 5483.936590623 5486.50961705 0 4086.05 "2022/3/3" "5:26:34.9366" "5:26:37.5096" 2.573 "uk" "uk" ""
2 "Spectrogram 1" 1 7900.064622061 7904.315709201 0 856.358 "2022/3/3" "6:06:51.0646" "6:06:55.3157" 4.2511 "uk" "uk" "possible fish"
3 "Spectrogram 1" 1 9004.978236366 9008.222487078 256.907 1003.162 "2022/3/3" "6:25:15.9782" "6:25:19.2225" 3.2443 "fish" "p" ""
4 "Spectrogram 1" 1 13107.781213474 13111.025464186 477.114 917.526 "2022/3/3" "7:33:38.7812" "7:33:42.0255" 3.2443 "fish" "p" "faint"
5 "Spectrogram 1" 1 18641.970166421 18648.570538559 0 574.983 "2022/3/3" "9:05:52.9702" "9:05:59.5705" 6.6004 "uk" "uk" "possible fish"
6 "Spectrogram 1" 1 19982.04722782 19988.311987816 24.467 1419.107 "2022/3/3" "9:28:13.0472" "9:28:19.3120" 6.2648 "fish" "p" ""
7 "Spectrogram 1" 1 22789.857041356 22791.311360641 0 477.114 "2022/3/3" "10:14:59.8570" "10:15:00.3114" 1.4543 "uk" "uk" "possible fish"
8 "Spectrogram 1" 1 24384.350518516 24422.834044204 0 770.722 "2022/3/3" "10:41:33.3505" "10:42:12.8340" 38.4835 "fish" "p" "- double check -"
9 "Spectrogram 1" 1 25685.944054226 25697.690479218 0 746.255 "2022/3/3" "11:03:15.9441" "11:03:27.6905" 11.7464 "fish" "p" ""
10 "Spectrogram 1" 1 28433.119940659 28464.108128496 1761.65 4024.881 "2022/3/3" "11:49:02.1199" "11:49:33.1081" 30.9882 "fish" "c" ""
11 "Spectrogram 1" 1 33146.222487078 33147.005582077 0 844.124 "2022/3/3" "13:07:35.2225" "13:07:36.0056" 0.7831 "fish" "p" ""
12 "Spectrogram 1" 1 39056.095709991 39058.333124275 0 452.646 "2022/3/3" "14:46:05.0957" "14:46:07.3331" 2.2374 "uk" "uk" "possible fish"
13 "Spectrogram 1" 1 43556.386540514 43568.468577649 61.168 782.956 "2022/3/3" "16:01:05.3865" "16:01:17.4686" 12.082 "fish" "p" ""
14 "Spectrogram 1" 1 44229.445580498 44231.459253354 0 452.646 "2022/3/3" "16:12:18.4456" "16:12:20.4593" 2.0137 "uk" "uk" "possible fish"
15 "Spectrogram 1" 1 52406.088225554 52407.654415553 477.114 1039.863 "2022/3/3" "18:28:35.0882" "18:28:36.6544" 1.5662 "uk" "uk" "possible fish"
16 "Spectrogram 1" 1 57159.799841232 57160.471065517 379.244 1211.134 "2022/3/3" "19:47:48.7998" "19:47:49.4711" 0.6712 "fish" "p" ""
17 "Spectrogram 1" 1 59514.622721281 59516.18891128 354.777 1027.629 "2022/3/3" "20:27:03.6227" "20:27:05.1889" 1.5662 "fish" "p" ""
18 "Spectrogram 1" 1 60821.697921988 60824.382819129 623.918 1529.21 "2022/3/3" "20:48:50.6979" "20:48:53.3828" 2.6849 "uk" "uk" "weird whistle noises"
19 "Spectrogram 1" 1 62332.389028382 62333.507735524 0 795.189 "2022/3/3" "21:14:01.3890" "21:14:02.5077" 1.1187 "fish" "p" ""
20 "Spectrogram 1" 1 65815.506502007 65816.960821292 0 342.543 "2022/3/3" "22:12:02.5065" "22:12:04.9608" 1.4543 "uk" "uk" "possible fish"
21 "Spectrogram 1" 1 67220.916060506 67222.146638362 97.869 1064.33 "2022/3/3" "22:35:28.9161" "22:35:29.1466" 1.2306 "fish" "p" ""
22 "Spectrogram 1" 1 69567.013024847 69567.796119847 122.337 562.749 "2022/3/3" "23:14:34.0130" "23:14:35.7961" 0.7831 "fish" "p" ""
23 "Spectrogram 1" 1 73986.208793389 73990.348009815 0 1260.069 "2022/3/4" "0:28:13.2088" "0:28:17.3480" 4.1392 "fish" "p" ""
24 "Spectrogram 1" 1 82173.367285581 82176.611536293 2862.681 3853.61 "2022/3/4" "2:44:40.3673" "2:44:43.6115" 3.2443 "fish" "p" "- double check incase dolphin clicks"
25 "Spectrogram 1" 1 84391.126129079 84393.81102622 61.168 734.021 "2022/3/4" "3:21:38.1261" "3:21:41.8110" 2.6849 "fish" "p" ""
1 "Spectrogram 1" 1 358.120567835 367.629578543 734.021 4294.022 "2022/3/4" "4:00:59.1206" "4:01:08.6296" 9.509 "uk" "uk" "sounds a little like snapping shrimp but much lower frequency"
2 "Spectrogram 1" 1 5545.924172118 5549.504034973 0 1027.629 "2022/3/4" "5:27:26.9242" "5:27:30.5040" 3.5799 "fish" "p" "spikey pulses"
3 "Spectrogram 1" 1 7526.170283522 7537.692967086 391.478 1174.433 "2022/3/4" "6:00:27.1703" "6:00:38.6930" 11.5227 "fish" "p" ""
4 "Spectrogram 1" 1 12557.67929423 12572.110616364 0 342.543 "2022/3/4" "7:24:18.6793" "7:24:33.1106" 14.4313 "fish" "p" ""
5 "Spectrogram 1" 1 16780.978236366 16781.985072794 795.189 2055.258 "2022/3/4" "8:34:41.9782" "8:34:42.9851" 1.0068 "uk" "uk" "maybe fish"
6 "Spectrogram 1" 1 17476.187677763 17480.215023475 0 880.825 "2022/3/4" "8:46:17.1877" "8:46:21.2150" 4.0273 "fish" "p" "spikey pulses"
7 "Spectrogram 1" 1 18433.868226344 18441.47543491 122.762 491.046 "2022/3/4" "9:02:14.8682" "9:02:22.4754" 7.6072 "uk" "uk" "weird grunting"
8 "Spectrogram 1" 1 23908.530753509 23919.494083502 0 994.369 "2022/3/4" "10:33:28.5308" "10:33:39.4941" 10.9633 "fish" "p" "spikey pulses"
9 "Spectrogram 1" 1 24603.628324192 24616.605327041 85.933 613.808 "2022/3/4" "10:45:03.6283" "10:45:16.6053" 12.977 "fish" "p" ""
10 "Spectrogram 1" 1 25768.403976422 25774.333124275 73.657 859.331 "2022/3/4" "11:04:28.4040" "11:04:34.3331" 5.9291 "fish" "p" ""
11 "Spectrogram 1" 1 28411.08140996 28426.967051378 1780.043 3817.886 "2022/3/4" "11:48:31.0814" "11:48:46.9671" 15.8856 "fish" "c" ""
12 "Spectrogram 1" 1 36467.675572845 36469.353633559 0 626.084 "2022/3/4" "14:02:47.6756" "14:02:49.3536" 1.6781 "uk" "uk" "vessel or fish?"
13 "Spectrogram 1" 1 38176.50091993 38177.8433685 122.762 761.122 "2022/3/4" "14:31:16.5009" "14:31:17.8434" 1.3424 "fish" "p" ""
14 "Spectrogram 1" 1 42022.437531386 42032.953378522 73.657 859.331 "2022/3/4" "15:35:22.4375" "15:35:32.9534" 10.5158 "fish" "p" ""
15 "Spectrogram 1" 1 57004.63516062 57006.984445618 270.076 1043.474 "2022/3/4" "19:45:02.6352" "19:45:05.9844" 2.3493 "uk" "uk" "fish or vessel"
16 "Spectrogram 1" 1 58164.812907745 58167.162192744 0 3842.438 "2022/3/4" "20:04:23.8129" "20:04:25.1622" 2.3493 "uk" "uk" ""
17 "Spectrogram 1" 1 63781.786189209 63783.12863778 454.218 1092.578 "2022/3/4" "21:38:00.7862" "21:38:01.1286" 1.3424 "fish" "p" ""
18 "Spectrogram 1" 1 64210.732124961 64212.410185674 0 896.16 "2022/3/4" "21:45:08.7321" "21:45:10.4102" 1.6781 "fish" "p" "croak"
19 "Spectrogram 1" 1 65752.747031334 65762.815395613 2786.688 3658.295 "2022/3/4" "22:10:50.7470" "22:11:00.8154" 10.0684 "fish" "p" ""
20 "Spectrogram 1" 1 69003.934102755 69009.080155609 2639.374 3731.952 "2022/3/4" "23:05:01.9341" "23:05:06.0802" 5.1461 "fish" "p" ""
21 "Spectrogram 1" 1 76996.090734255 77004.369167107 2590.27 4087.961 "2022/3/5" "1:18:13.0907" "1:18:22.3692" 8.2784 "fish" "p" ""
22 "Spectrogram 1" 1 81015.773770704 81020.360469987 2307.918 3768.781 "2022/3/5" "2:25:13.7738" "2:25:18.3605" 4.5867 "fish" "p" ""
1 "Spectrogram 1" 1 41.504034973 43.405837114 32.751 1069.869 "2022/3/5" "3:55:33.5040" "3:55:35.4058" 1.9018 "fish" "p" "'croak'"
3 "Spectrogram 1" 1 2147.16842283 2148.5108714 0 469.432 "2022/3/5" "4:30:39.1684" "4:30:40.5109" 1.3424 "fish" "p" ""
6 "Spectrogram 1" 1 4810.038525197 4816.079543764 2805.677 3722.707 "2022/3/5" "5:15:02.0385" "5:15:08.0795" 6.041 "fish" "p" "scratchy"
7 "Spectrogram 1" 1 10295.776253069 10300.251081637 2489.083 3930.131 "2022/3/5" "6:46:27.7763" "6:46:32.2511" 4.4748 "fish" "p" "scratchy"
9 "Spectrogram 1" 1 14173.819759504 14175.609690931 0 764.192 "2022/3/5" "7:51:05.8198" "7:51:07.6097" 1.7899 "uk" "uk" "either fish pulse or vessel noise"
10 "Spectrogram 1" 1 18021.087613709 18023.213157279 0 316.594 "2022/3/5" "8:55:13.0876" "8:55:15.2132" 2.1255 "fish" "p" ""
11 "Spectrogram 1" 1 22492.650082323 22502.494705174 0 3253.275 "2022/3/5" "10:09:42.6501" "10:09:52.4947" 9.8446 "fish" "p" ""
12 "Spectrogram 1" 1 22831.528887314 22842.827829449 0 294.76 "2022/3/5" "10:15:21.5289" "10:15:33.8278" 11.2989 "fish" "p" "faint/spaced"
13 "Spectrogram 1" 1 24268.161580899 24288.522050886 0 840.611 "2022/3/5" "10:39:18.1616" "10:39:38.5221" 20.3605 "fish" "p" "spaced"
14 "Spectrogram 1" 1 24567.997506629 24589.141071615 0 1430.131 "2022/3/5" "10:44:18.9975" "10:44:39.1411" 21.1436 "fish" "p" "spaced/loud"
15 "Spectrogram 1" 1 25949.466732287 25961.101286565 0 753.275 "2022/3/5" "11:07:19.4667" "11:07:31.1013" 11.6346 "fish" "p" "spaced"
16 "Spectrogram 1" 1 28107.530753509 28112.564935648 1837.243 3751.68 "2022/3/5" "11:43:17.5308" "11:43:22.5649" 5.0342 "fish" "c" ""
18 "Spectrogram 1" 1 29343.387188523 29348.533241377 818.268 2948.851 "2022/3/5" "12:03:53.3872" "12:03:58.5332" 5.1461 "fish" "c" "weaker, double check"
17 "Spectrogram 1" 1 32516.210674915 32519.119313484 0 5696.996 "2022/3/5" "12:56:46.2107" "12:56:49.1193" 2.9086 "uk" "uk" "dark low frequency flag call"
19 "Spectrogram 1" 1 34080.183956378 34092.377864227 0 833.707 "2022/3/5" "13:22:50.1840" "13:23:02.3779" 12.1939 "fish" "p" "spaced"
20 "Spectrogram 1" 1 38862.086992037 38876.182702028 0 864.585 "2022/3/5" "14:42:32.0870" "14:42:46.1827" 14.0957 "fish" "p" ""
21 "Spectrogram 1" 1 39432.224974946 39438.377864227 0 787.39 "2022/3/5" "14:52:02.2250" "14:52:08.3779" 6.1529 "fish" "p" "louder/spaced"
22 "Spectrogram 1" 1 40469.109989188 40474.367912756 61.756 648.439 "2022/3/5" "15:09:19.1100" "15:09:24.3679" 5.2579 "fish" "p" "faint/spaced"
23 "Spectrogram 1" 1 46515.364818547 46529.236787109 0 864.585 "2022/3/5" "16:50:04.3648" "16:50:18.2368" 13.872 "fish" "p" "spaced"
24 "Spectrogram 1" 1 47454.463622747 47455.470459175 293.341 1065.292 "2022/3/5" "17:05:43.4636" "17:05:44.4705" 1.0068 "fish " "p" "'croak'"
25 "Spectrogram 1" 1 47474.052203556 47515.556238528 0 833.707 "2022/3/5" "17:06:03.0522" "17:06:45.5562" 41.504 "fish" "p" "spaced"
26 "Spectrogram 1" 1 51016.237414284 51017.915474997 0 602.121 "2022/3/5" "18:05:05.2374" "18:05:07.9155" 1.6781 "uk" "uk" "possible fish pulse"
27 "Spectrogram 1" 1 51898.841507808 51900.743309949 169.829 1157.926 "2022/3/5" "18:19:48.8415" "18:19:50.7433" 1.9018 "fish" "p" "'croak'"
28 "Spectrogram 1" 1 51917.523917081 51940.681154923 0 849.146 "2022/3/5" "18:20:06.5239" "18:20:30.6812" 23.1572 "fish" "p" "spaced"
29 "Spectrogram 1" 1 54622.412673542 54625.097570683 0 1235.121 "2022/3/5" "19:05:11.4127" "19:05:14.0976" 2.6849 "fish" "p" "'croak'"
30 "Spectrogram 1" 1 56254.382839963 56262.437531386 92.634 864.585 "2022/3/5" "19:32:23.3828" "19:32:31.4375" 8.0547 "fish" "p" "spaced"
31 "Spectrogram 1" 1 59341.3324971 59344.017394241 169.829 1127.048 "2022/3/5" "20:23:50.3325" "20:23:53.0174" 2.6849 "fish" "p" "pulse/faint"
32 "Spectrogram 1" 1 60536.302036345 60537.75635563 216.146 1358.633 "2022/3/5" "20:43:45.3020" "20:43:47.7564" 1.4543 "fish" "p" "'croak'"
33 "Spectrogram 1" 1 62010.858902048 62012.76070419 30.878 988.097 "2022/3/5" "21:08:20.8589" "21:08:22.7607" 1.9018 "fish" "p" "'croak'"
34 "Spectrogram 1" 1 62606.05592494 62617.46673779 0 880.024 "2022/3/5" "21:18:15.0559" "21:18:26.4667" 11.4108 "fish" "p" "spaced"
35 "Spectrogram 1" 1 65375.494083502 65382.318197069 2393.047 3967.826 "2022/3/5" "22:04:23.4941" "22:04:30.3182" 6.8241 "fish" "p" "scratchy"
36 "Spectrogram 1" 1 67433.725288533 67436.074573532 154.39 1991.633 "2022/3/5" "22:38:42.7253" "22:38:44.0746" 2.3493 "fish" "p" "'croak'"
37 "Spectrogram 1" 1 68911.414534235 68913.540077805 108.073 2176.901 "2022/3/5" "23:03:19.4145" "23:03:21.5401" 2.1255 "fish" "p" "'croak'"
38 "Spectrogram 1" 1 72211.041624909 72220.103152761 0 756.512 "2022/3/5" "23:58:19.0416" "23:58:28.1032" 9.0615 "uk" "uk" "dark low frequency flag calls - could be fish pulses"
39 "Spectrogram 1" 1 75741.480410646 75747.297687785 200.707 1219.682 "2022/3/6" "0:57:09.4804" "0:57:15.2977" 5.8173 "fish" "p" "'knock'"
40 "Spectrogram 1" 1 75938.272202766 75940.845229193 0 24000 "2022/3/6" "1:00:26.2722" "1:00:29.8452" 2.573 "uk" "uk" "dark low frequency flag call"
41 "Spectrogram 1" 1 76934.894965714 76941.830949995 540.365 1127.048 "2022/3/6" "1:17:03.8950" "1:17:10.8309" 6.936 "fish" "p" ""
42 "Spectrogram 1" 1 79128.042252085 79141.131125647 231.585 1034.414 "2022/3/6" "1:53:36.0423" "1:53:49.1311" 13.0889 "fish" "p" "spaced/faint"
43 "Spectrogram 1" 1 81801.271596424 81815.926659986 3952.387 5419.093 "2022/3/6" "2:38:09.2716" "2:38:24.9267" 14.6551 "uk" "uk" "either fish pulse or dolphin echolocation"
44 "Spectrogram 1" 1 83264.641390706 83268.668736418 432.292 1404.95 "2022/3/6" "3:02:33.6414" "3:02:37.6687" 4.0273 "uk" "uk" "possible fish pulse? Could be dolphin"
45 "Spectrogram 1" 1 86327.57545564 86332.60963778 0 849.146 "2022/3/6" "3:53:35.5755" "3:53:41.6096" 5.0342 "uk" "uk" "possible fish pulses"
1 "Spectrogram 1" 1 115.226835638 117.240508494 0 573 "2022/3/6" "3:56:37.2268" "3:56:39.2405" 2.0137 "fish" "p" ""
2 "Spectrogram 1" 1 384.29831496 385.864504959 0 646.149 "2022/3/6" "4:01:06.2983" "4:01:07.8645" 1.5662 "fish" "p" ""
4 "Spectrogram 1" 1 904.195141366 911.690479218 0 512.043 "2022/3/6" "4:09:46.1951" "4:09:53.6905" 7.4953 "fish" "p" "spikey pulses"
3 "Spectrogram 1" 1 941.895572056 953.753867762 219.447 792.447 "2022/3/6" "4:10:23.8956" "4:10:35.7539" 11.8583 "uk" "uk" "weird grunting"
5 "Spectrogram 1" 1 4496.610302776 4497.952751347 0 2426.108 "2022/3/6" "5:09:38.6103" "5:09:39.9528" 1.3424 "fish" "p" ""
7 "Spectrogram 1" 1 8776.37972492 8778.50526849 0 2841.491 "2022/3/6" "6:20:58.3797" "6:21:00.5053" 2.1255 "fish" "p" ""
8 "Spectrogram 1" 1 9113.804210625 9121.411419192 0 1322.763 "2022/3/6" "6:26:35.8042" "6:26:43.4114" 7.6072 "fish" "p" "spikey pulses"
9 "Spectrogram 1" 1 12612.919196382 12616.83467138 0 3331.404 "2022/3/6" "7:24:54.9192" "7:24:58.8347" 3.9155 "fish" "p" ""
10 "Spectrogram 1" 1 20160.467992141 20318.541311322 1453.407 2661.857 "2022/3/6" "9:30:42.4680" "9:33:20.5413" 158.0733 "uk" "uk" "what is this?"
11 "Spectrogram 1" 1 24156.870714212 24176.336218485 0 832.851 "2022/3/6" "10:37:17.8707" "10:37:37.3362" 19.4655 "fish" "p" ""
12 "Spectrogram 1" 1 25902.848344236 25917.05592494 0 1241.111 "2022/3/6" "11:06:23.8483" "11:06:38.0559" 14.2076 "fish" "p" ""
13 "Spectrogram 1" 1 28327.142937811 28342.916708515 2073.962 3788.655 "2022/3/6" "11:46:48.1429" "11:47:03.9167" 15.7738 "fish" "c" ""
14 "Spectrogram 1" 1 32193.216277825 32195.453692109 0 816.521 "2022/3/6" "12:51:14.2163" "12:51:16.4537" 2.2374 "fish" "p" ""
15 "Spectrogram 1" 1 42457.053437073 42462.423231355 0 620.556 "2022/3/6" "15:42:18.0534" "15:42:23.4232" 5.3698 "fish" "p" ""
16 "Spectrogram 1" 1 50576.071458489 50610.080155609 0 898.173 "2022/3/6" "17:57:36.0715" "17:58:10.0802" 34.0087 "fish" "p" ""
17 "Spectrogram 1" 1 60632.60097848 60649.717197755 0 930.833 "2022/3/6" "20:45:12.6010" "20:45:30.7172" 17.1162 "fish" "p" ""
18 "Spectrogram 1" 1 65188.066482753 65189.968284895 473.582 1045.146 "2022/3/6" "22:01:06.0665" "22:01:08.9683" 1.9018 "fish" "p" ""
19 "Spectrogram 1" 1 73554.676806363 73559.039764217 408.26 1028.816 "2022/3/7" "0:20:33.6768" "0:20:37.0398" 4.363 "fish" "p" ""
20 "Spectrogram 1" 1 82148.619627072 82153.318197069 2596.535 3217.091 "2022/3/7" "2:43:47.6196" "2:43:52.3182" 4.6986 "fish" "p" ""
21 "Spectrogram 1" 1 83258.119940659 83276.578608504 0 5895.278 "2022/3/7" "3:02:17.1199" "3:02:35.5786" 18.4587 "uk" "uk" "fish?"
1 "Spectrogram 1" 1 1302.712242853 1313.228089989 0 567.686 "2022/3/7" "4:16:15.7122" "4:16:26.2281" 10.5158 "fish" "p" "spikey pulses"
2 "Spectrogram 1" 1 14615.798628548 14621.392164258 0 663.878 "2022/3/7" "7:58:08.7986" "7:58:14.3922" 5.5935 "uk" "uk" "possible fish pulse"
3 "Spectrogram 1" 1 18259.114964924 18266.610302776 0 339.658 "2022/3/7" "8:58:52.1150" "8:58:59.6103" 7.4953 "fish" "p" ""
4 "Spectrogram 1" 1 18394.71347637 18404.781840649 0 277.902 "2022/3/7" "9:01:07.7135" "9:01:17.7818" 10.0684 "fish" "p" ""
5 "Spectrogram 1" 1 22295.019254933 22296.921057075 0 3103.242 "2022/3/7" "10:06:07.0193" "10:06:09.9211" 1.9018 "fish" "p" ""
6 "Spectrogram 1" 1 26096.766934276 26109.967678553 0 756.512 "2022/3/7" "11:09:28.7669" "11:09:42.9677" 13.2007 "fish" "p" ""
7 "Spectrogram 1" 1 28264.183956378 28277.832183512 1667.413 3998.704 "2022/3/7" "11:45:36.1840" "11:45:49.8322" 13.6482 "fish" "c" ""
8 "Spectrogram 1" 1 31249.208187047 31263.975121323 833.707 1034.414 "2022/3/7" "12:35:21.2082" "12:35:36.9751" 14.7669 "uk" "uk" "possible vessel?"
9 "Spectrogram 1" 1 31843.733985654 31854.921057075 30.878 926.341 "2022/3/7" "12:45:15.7340" "12:45:27.9211" 11.1871 "fish" "p" ""
10 "Spectrogram 1" 1 38004.768167793 38013.71782493 77.195 741.073 "2022/3/7" "14:27:56.7682" "14:28:05.7178" 8.9497 "fish" "p" ""
11 "Spectrogram 1" 1 40652.927266327 40656.954612039 0 895.463 "2022/3/7" "15:12:05.9273" "15:12:09.9546" 4.0273 "fish" "p" ""
12 "Spectrogram 1" 1 41442.231184198 41461.249205614 0 169.829 "2022/3/7" "15:25:14.2312" "15:25:33.2492" 19.018 "bal" "pbw" "blue - double check"
13 "Spectrogram 1" 1 44017.338706352 44024.610302776 0 308.78 "2022/3/7" "16:08:07.3387" "16:08:14.6103" 7.2716 "fish" "p" ""
