"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Bio_Category" "Call_type" "Notes"
51 "Spectrogram 1" 1 13623.400863153 13639.398375285 2014.734 4003.472 "2022/1/21" "8:03:56.4009" "8:04:12.3984" 15.9975 "uk" "uk" "fish pulses? very faint"
52 "Spectrogram 1" 1 14042.837788197 14046.64139248 2963.609 4094.46 "2022/1/21" "8:10:55.8378" "8:10:59.6414" 3.8036 "fish" "p" ""
53 "Spectrogram 1" 1 14797.003095984 14798.681156697 0 987.87 "2022/1/21" "8:23:30.0031" "8:23:31.6812" 1.6781 "uk" "uk" "dark low frequency flag call - likely hydrophone interference"
54 "Spectrogram 1" 1 14979.36356597 15003.639510954 321.691 928.309 "2022/1/21" "8:26:32.3636" "8:26:56.6395" 24.2759 "fish" "p" "lower frequency"
55 "Spectrogram 1" 1 15885.247973871 15897.553752434 272.964 1598.789 "2022/1/21" "8:41:38.2480" "8:41:50.5538" 12.3058 "fish" "p" "paced"
56 "Spectrogram 1" 1 17834.505897439 17854.530755283 220.971 1026.865 "2022/1/21" "9:14:07.5059" "9:14:27.5308" 20.0249 "fish" "p" ""
57 "Spectrogram 1" 1 19994.091969546 20008.075808823 0 179.228 "2022/1/21" "9:50:07.0920" "9:50:21.0758" 13.9838 "uk" "uk" "very small low frequency"
1 "Spectrogram 1" 1 493.047854995 494.50217428 0 161.553 "2022/1/22" "4:24:57.0479" "4:24:58.5022" 1.4543 "uk" "uk" "dark low frequency flag call"
2 "Spectrogram 1" 1 2445.214417133 2449.353633559 484.66 1801.942 "2022/1/22" "4:57:29.2144" "4:57:33.3536" 4.1392 "fish" "p" "african pompano? Very scratchy"
3 "Spectrogram 1" 1 3207.434416343 3209.671830627 0 932.039 "2022/1/22" "5:10:11.4344" "5:10:13.6718" 2.2374 "fish" "p" "scratchy"
4 "Spectrogram 1" 1 3213.699176339 3215.824719909 0 248.544 "2022/1/22" "5:10:17.6992" "5:10:19.8247" 2.1255 "fish" "p" "dark low frequency flag call - bluefish?"
5 "Spectrogram 1" 1 3639.065249236 3640.183956378 0 2907.961 "2022/1/22" "5:17:23.0652" "5:17:24.1840" 1.1187 "uk" "uk" "is this fish p or vessel noise?"
6 "Spectrogram 1" 1 3993.829695644 3995.395885643 524.59 1742.454 "2022/1/22" "5:23:17.8297" "5:23:19.3959" 1.5662 "uk" "uk" "is this dolphin sound?"
7 "Spectrogram 1" 1 4395.031694272 4397.38097927 956.893 1416.699 "2022/1/22" "5:29:59.0317" "5:30:01.3810" 2.3493 "uk" "uk" "goofy dolphin sound"
8 "Spectrogram 1" 1 4885.059039983 4886.960842125 0 820.194 "2022/1/22" "5:38:09.0590" "5:38:10.9608" 1.9018 "uk" "uk" "low-frequency knock"
9 "Spectrogram 1" 1 5714.524544256 5717.097570683 562.39 905.097 "2022/1/22" "5:51:58.5245" "5:52:01.0976" 2.573 "fish" "p" "double check, might be part of the vessel noise"
10 "Spectrogram 1" 1 6349.771282836 6352.456179977 281.195 2038.664 "2022/1/22" "6:02:33.7713" "6:02:36.4562" 2.6849 "uk" "uk" "dolphin noise or fish grunt?"
11 "Spectrogram 1" 1 7399.745170642 7403.213162782 0 969.32 "2022/1/22" "6:20:03.7452" "6:20:07.2132" 3.468 "uk" "uk" "fish grunt or dolphin sound?"
12 "Spectrogram 1" 1 7494.5108714 7496.63641497 2361.165 2883.107 "2022/1/22" "6:21:38.5109" "6:21:40.6364" 2.1255 "uk" "uk" "fish pulse or dolphin sound?"
13 "Spectrogram 1" 1 7633.689245701 7646.778119264 124.272 845.049 "2022/1/22" "6:23:57.6892" "6:24:10.7781" 13.0889 "fish" "p" "scratchy"
14 "Spectrogram 1" 1 7716.809186361 7728.21999921 248.544 2323.883 "2022/1/22" "6:25:20.8092" "6:25:32.2200" 11.4108 "uk" "uk" "really weird noise, can't tell if its dolphin or fish"
15 "Spectrogram 1" 1 9528.231184198 9530.580469197 0 1453.981 "2022/1/22" "6:55:32.2312" "6:55:34.5805" 2.3493 "uk" "uk" "dark low frequency flag call"
16 "Spectrogram 1" 1 9930.440019254 9952.031067097 310.68 869.903 "2022/1/22" "7:02:14.4400" "7:02:36.0311" 21.591 "fish" "p" ""
17 "Spectrogram 1" 1 12141.598490613 12150.100664893 99.417 1292.427 "2022/1/22" "7:39:05.5985" "7:39:14.1007" 8.5022 "fish" "p" "sounds a little like underwater bubbles"
18 "Spectrogram 1" 1 12765.210674915 12779.306384905 0 3889.709 "2022/1/22" "7:49:29.2107" "7:49:43.3064" 14.0957 "uk" "uk" "dark low frequency flag calls"
19 "Spectrogram 1" 1 13523.078922092 13530.909872087 2236.893 3094.369 "2022/1/22" "8:02:07.0789" "8:02:14.9099" 7.8309 "fish" "p" "faint"
20 "Spectrogram 1" 1 14593.871968562 14601.591047843 2112.621 2907.961 "2022/1/22" "8:19:57.8720" "8:20:05.5910" 7.7191 "fish" "p" ""
21 "Spectrogram 1" 1 15006.473574218 15008.151634931 882.33 2448.155 "2022/1/22" "8:26:50.4736" "8:26:52.1516" 1.6781 "uk" "uk" "'knock'"
22 "Spectrogram 1" 1 17356.709754985 17359.059039983 2970.097 5269.126 "2022/1/22" "9:06:00.7098" "9:06:03.0590" 2.3493 "uk" "uk" "may be fish pulse"
23 "Spectrogram 1" 1 21026.315709201 21060.436277035 447.379 1404.272 "2022/1/22" "10:07:10.3157" "10:07:44.4363" 34.1206 "fish" "p" "very spaced"
24 "Spectrogram 1" 1 25470.13424069 25472.036042832 0 347.961 "2022/1/22" "11:21:13.1342" "11:21:15.0360" 1.9018 "uk" "uk" "dark low freuency flag call"
25 "Spectrogram 1" 1 25493.515219961 25504.142937811 37.282 981.748 "2022/1/22" "11:21:36.5152" "11:21:47.1429" 10.6277 "fish" "p" "very spaced, low frequency, sounds similar to 'dark low frequency flag call' but pulsed"
26 "Spectrogram 1" 1 26696.875062772 26714.326894189 2845.825 3566.602 "2022/1/22" "11:41:39.8751" "11:41:57.3269" 17.4518 "fish" "p" "very faint"
27 "Spectrogram 1" 1 27941.30266352 27954.503407797 0 273.398 "2022/1/22" "12:02:24.3027" "12:02:37.5034" 13.2007 "uk" "uk" "possibly fish pulses? Low frequency scratches"
28 "Spectrogram 1" 1 28788.555611353 28811.824719909 2062.913 2994.951 "2022/1/22" "12:16:31.5556" "12:16:54.8247" 23.2691 "fish" "p" ""
29 "Spectrogram 1" 1 29198.707267117 29204.524544256 1826.796 3827.573 "2022/1/22" "12:23:21.7073" "12:23:27.5245" 5.8173 "uk" "uk" "is this fish pulse or sperm whale clicks? Very evenly spaced"
30 "Spectrogram 1" 1 29403.441879946 29406.798001372 1665.243 2833.398 "2022/1/22" "12:26:46.4419" "12:26:49.7980" 3.3561 "fish" "c" "double check"
31 "Spectrogram 1" 1 29765.589793492 29780.468598482 0 323.107 "2022/1/22" "12:32:48.5898" "12:33:03.4686" 14.8788 "uk" "uk" "possibly fish pulse? Very rapid low frequency pulses"
32 "Spectrogram 1" 1 31038.768167793 31041.117452792 497.087 10813.905 "2022/1/22" "12:54:01.7682" "12:54:04.1175" 2.3493 "uk" "uk" "is this vessel noise?"
33 "Spectrogram 1" 1 42725.701664207 42727.044112777 0 18478.844 "2022/1/22" "16:08:48.7017" "16:08:50.0441" 1.3424 "uk" "uk" "click"
34 "Spectrogram 1" 1 45877.100058551 45878.106894979 347.961 1404.272 "2022/1/22" "17:01:18.1001" "17:01:19.1069" 1.0068 "uk" "uk" "single fish pulse?"
35 "Spectrogram 1" 1 51026.073319181 51027.527638466 0 285.825 "2022/1/22" "18:27:07.0733" "18:27:08.5276" 1.4543 "uk" "uk" "dark low frequency flag call"
36 "Spectrogram 1" 1 53204.353006383 53206.142937811 0 173.981 "2022/1/22" "19:03:25.3530" "19:03:27.1429" 1.7899 "uk" "uk" "dark low rfequency flag call"
37 "Spectrogram 1" 1 56134.001233517 56135.567423516 111.845 2535.146 "2022/1/22" "19:52:15.0012" "19:52:17.5674" 1.5662 "uk" "uk" "possibly fish pulse? Single line, mix of 'click' and 'crunch'"
38 "Spectrogram 1" 1 56179.644484916 56181.993769914 0 1006.602 "2022/1/22" "19:53:01.6445" "19:53:03.9938" 2.3493 "uk" "uk" "low frequency flag call, very clear, has almost a 'grunt' sound"
39 "Spectrogram 1" 1 58101.829695644 58102.948402786 37.282 907.184 "2022/1/22" "20:25:03.8297" "20:25:04.9484" 1.1187 "fish" "p" "grunt"
40 "Spectrogram 1" 1 62154.850204928 62162.569284209 2858.252 3678.447 "2022/1/22" "21:32:36.8502" "21:32:44.5693" 7.7191 "fish" "p" "faint, scratchy"
41 "Spectrogram 1" 1 66637.711615677 66677.873202079 0 820.194 "2022/1/22" "22:47:18.7116" "22:47:58.8732" 40.1616 "uk" "uk" "sounds similar to dark low frequency flag calls, but spaced and pulsed, with less of a flag shape"
42 "Spectrogram 1" 1 66698.121801352 66702.932242063 0 6126.602 "2022/1/22" "22:48:18.1218" "22:48:23.9322" 4.8104 "uk" "uk" "really interesting high-energy sound, I think its a fish"
43 "Spectrogram 1" 1 68461.103779936 68465.46673779 0 17723.837 "2022/1/22" "23:17:41.1038" "23:17:45.4667" 4.363 "uk" "uk" "dark low frequency flag call, very loud, 3 clear evenly-spaced pulses"
44 "Spectrogram 1" 1 68514.801722757 68516.256042042 758.058 3193.786 "2022/1/22" "23:18:35.8017" "23:18:36.2560" 1.4543 "fish" "p" "single pulse, mix between 'click' and 'crunch'"
45 "Spectrogram 1" 1 69059.656924254 69060.775631396 0 161.553 "2022/1/22" "23:27:40.6569" "23:27:41.7756" 1.1187 "uk" "uk" "dark low frequency flag call, small"
46 "Spectrogram 1" 1 72025.610937914 72026.133001126 0 1091.703 "2022/1/23" "0:17:06.6109" "0:17:06.1330" 0.5221 "uk" "uk" "likely fish, but might be vessel"
47 "Spectrogram 1" 1 72188.692354568 72189.475449386 0 5502.183 "2022/1/23" "0:19:49.6924" "0:19:49.4754" 0.7831 "uk" "uk" "dark low frequency flag call"
48 "Spectrogram 1" 1 75740.311998394 75745.383469598 5655.022 7707.424 "2022/1/23" "1:19:00.3120" "1:19:05.3835" 5.0715 "uk" "uk" "faint spaced clicks, unsure if fish or vessel"
49 "Spectrogram 1" 1 76193.157236651 76193.604719404 5000 8034.934 "2022/1/23" "1:26:33.1572" "1:26:34.6047" 0.4475 "uk" "uk" "fish or snapping shrimp?"
50 "Spectrogram 1" 1 76487.847116312 76491.688009944 0 502.183 "2022/1/23" "1:31:28.8471" "1:31:32.6880" 3.8409 "uk" "uk" "dark low frequency flag call"
51 "Spectrogram 1" 1 76537.22313765 76542.033577248 0 3112.505 "2022/1/23" "1:32:17.2231" "1:32:22.0336" 4.8104 "uk" "uk" "low frequency flag call"
52 "Spectrogram 1" 1 76644.775654897 76645.446879027 222.322 24000 "2022/1/23" "1:34:05.7757" "1:34:05.4469" 0.6712 "uk" "uk" "maybe snapping shrimp, but had an interesting sound"
53 "Spectrogram 1" 1 77608.829078465 77621.880658768 0 2358.079 "2022/1/23" "1:50:09.8291" "1:50:22.8807" 13.0516 "uk" "uk" "interesting dome, sounds like wind/storm almost?"
54 "Spectrogram 1" 1 78211.443121465 78212.561828348 0 4803.493 "2022/1/23" "2:00:11.4431" "2:00:12.5618" 1.1187 "uk" "uk" "dark low frequency flag call"
55 "Spectrogram 1" 1 78691.252943378 78693.042874391 0 829.694 "2022/1/23" "2:08:11.2529" "2:08:13.0429" 1.7899 "uk" "uk" "similar to low frequency flag call, but more of a popping noise"
56 "Spectrogram 1" 1 79678.694846139 79682.684900689 0 23467.299 "2022/1/23" "2:24:39.6948" "2:24:43.6849" 3.9901 "uk" "uk" "dark flag calls but sounds like hydrophone interference"
57 "Spectrogram 1" 1 82110.59664784 82111.678064494 0 611.385 "2022/1/23" "3:05:11.5966" "3:05:12.6781" 1.0814 "uk" "uk" "dark low frequency flag calls"
58 "Spectrogram 1" 1 83624.461167728 83633.559983711 0 333.483 "2022/1/23" "3:30:24.4612" "3:30:33.5600" 9.0988 "uk" "uk" "dark low frequency flag calls"
59 "Spectrogram 1" 1 86276.091992374 86292.574273785 0 314.956 "2022/1/23" "4:14:36.0920" "4:14:52.5743" 16.4823 "uk" "uk" "likely fish, low frequency pulses"
1 "Spectrogram 1" 1 0.745804589 1.417028719 0 327.511 "2022/1/23" "4:16:36.7458" "4:16:37.4170" 0.6712 "uk" "uk" "dark low frequency flag call"
2 "Spectrogram 1" 1 1407.132379273 1409.705405104 123.512 1296.877 "2022/1/23" "4:40:03.1324" "4:40:05.7054" 2.573 "uk" "uk" "interesting upswoop"
3 "Spectrogram 1" 1 2633.988798348 2636.710985097 0 1049.853 "2022/1/23" "5:00:29.9888" "5:00:32.7110" 2.7222 "uk" "uk" "possible fish pulses, very faint"
4 "Spectrogram 1" 1 2772.533244031 2773.577370455 833.707 1698.291 "2022/1/23" "5:02:48.5332" "5:02:49.5774" 1.0441 "fish" "p" "very faint"
5 "Spectrogram 1" 1 4047.311355707 4050.779347045 0 262.463 "2022/1/23" "5:24:03.3114" "5:24:06.7793" 3.468 "uk" "uk" "vry small bumps, could be fish p"
6 "Spectrogram 1" 1 5340.738329876 5346.033542456 0 277.902 "2022/1/23" "5:45:36.7383" "5:45:42.0335" 5.2952 "uk" "uk" "small pulses, migh be fish p or vessel"
7 "Spectrogram 1" 1 5568.339339005 5569.420755658 0 385.975 "2022/1/23" "5:49:24.3393" "5:49:25.4208" 1.0814 "uk" "uk" "dark low frequency flag call"
8 "Spectrogram 1" 1 6838.679913378 6841.663131733 0 2920.365 "2022/1/23" "6:10:34.6799" "6:10:37.6631" 2.9832 "uk" "uk" "dark low frequency flag call, might be fish but also might be from vessel"
9 "Spectrogram 1" 1 7534.56431575 7547.280283989 0 486.727 "2022/1/23" "6:22:10.5643" "6:22:23.2803" 12.716 "uk" "uk" "long pulse train of low frequency bumps, might be fish"
10 "Spectrogram 1" 1 10737.941562668 10739.656913222 0 351.525 "2022/1/23" "7:15:33.9416" "7:15:35.6569" 1.7154 "uk" "uk" "small pulses, might be fish but unsure (same characteristics as earlier annotation)"
11 "Spectrogram 1" 1 14782.49718917 14789.209430469 0 297.445 "2022/1/23" "8:22:58.4972" "8:23:05.2094" 6.7122 "uk" "uk" ""
12 "Spectrogram 1" 1 17119.245467177 17122.079524614 1284.42 3109.647 "2022/1/23" "9:01:55.2455" "9:01:58.0795" 2.8341 "uk" "uk" "possible fish pulse, very faint"
13 "Spectrogram 1" 1 21963.844602419 21967.461754674 0 669.216 "2022/1/23" "10:22:37.8446" "10:22:41.4618" 3.6172 "uk" "uk" "dark low frequency flag call"
14 "Spectrogram 1" 1 22815.911728998 22816.806694505 592.734 5353.728 "2022/1/23" "10:36:50.9117" "10:36:50.8067" 0.895 "fish" "p" "scratchy"
15 "Spectrogram 1" 1 22849.510225722 22852.903636601 0 24000 "2022/1/23" "10:37:23.5102" "10:37:26.9036" 3.3934 "uk" "uk" "very loud flag calls - could be fish, could be hydrophone interference"
16 "Spectrogram 1" 1 25652.177722913 25654.788038973 0 267.686 "2022/1/23" "11:24:06.1777" "11:24:08.7880" 2.6103 "uk" "uk" "small dark pulses, similar to previous annotations"
17 "Spectrogram 1" 1 26641.260395769 26650.769404275 1797.323 3231.358 "2022/1/23" "11:40:35.2604" "11:40:44.7694" 9.509 "fish" "p" "spaced"
18 "Spectrogram 1" 1 27864.835274653 27875.351119355 2734.226 3919.694 "2022/1/23" "12:00:58.8353" "12:01:09.3511" 10.5158 "fish" "p" "chorus"
19 "Spectrogram 1" 1 28113.430682955 28116.376611081 0 286.807 "2022/1/23" "12:05:07.4307" "12:05:10.3766" 2.9459 "uk" "uk" "small pulses, might be fish"
20 "Spectrogram 1" 1 29205.288975917 29206.295812112 1625.239 3862.333 "2022/1/23" "12:23:19.2890" "12:23:20.2958" 1.0068 "uk" "uk" "probably boat vessel noise, but want to double check incase it is fish chorusing"
21 "Spectrogram 1" 1 32498.916073622 32499.139814999 4485.519 10852.632 "2022/1/23" "13:18:13.9161" "13:18:13.1398" 0.2237 "uk" "uk" "possible fish pulse, 'nock'"
22 "Spectrogram 1" 1 32641.972637068 32642.49470028 0 11433.613 "2022/1/23" "13:20:36.9726" "13:20:36.4947" 0.5221 "fish" "p" "double check, could be vessel noise"
23 "Spectrogram 1" 1 32749.189542249 32750.233668674 2466.539 8833.652 "2022/1/23" "13:22:23.1895" "13:22:24.2337" 1.0441 "uk" "uk" "could be fish pulses, but could be vessel"
24 "Spectrogram 1" 1 36770.584188497 36771.106251709 38.241 3269.598 "2022/1/23" "14:29:24.5842" "14:29:25.1063" 0.5221 "fish" "p" "'knock'"
25 "Spectrogram 1" 1 50152.40395586 50154.604079397 2963.671 5009.56 "2022/1/23" "18:12:25.4040" "18:12:27.6041" 2.2001 "uk" "uk" "very faint fish pulse or vessel noise"
26 "Spectrogram 1" 1 52173.0018349 52175.462990043 2026.769 3021.033 "2022/1/23" "18:46:05.0018" "18:46:08.4630" 2.4612 "uk" "uk" "could be fish pulse or vessel noise"
27 "Spectrogram 1" 1 53139.221849337 53140.191395302 182.523 696.291 "2022/1/23" "19:02:12.2218" "19:02:13.1914" 0.9695 "fish" "p" "double check "
28 "Spectrogram 1" 1 55260.812913015 55261.782458981 0 259.588 "2022/1/23" "19:37:33.8129" "19:37:34.7825" 0.9695 "uk" "uk" "dark low frequency flag call - very faint"
29 "Spectrogram 1" 1 55941.367283315 55941.889346527 0 8436.609 "2022/1/23" "19:48:54.3673" "19:48:54.8893" 0.5221 "uk" "uk" "dark flag call, might be hydrophone interference"
30 "Spectrogram 1" 1 60611.921674448 60613.450573855 5207.983 6100.317 "2022/1/23" "21:06:44.9217" "21:06:46.4506" 1.5289 "uk" "uk" "might be faint fish pulse"
31 "Spectrogram 1" 1 61270.325648462 61274.4275737 2709.449 3861.371 "2022/1/23" "21:17:43.3256" "21:17:47.4276" 4.1019 "fish" "p" ""
32 "Spectrogram 1" 1 62249.858274808 62251.797366739 0 681.418 "2022/1/23" "21:34:02.8583" "21:34:04.7974" 1.9391 "fish" "p" "spaced"
33 "Spectrogram 1" 1 63800.830312345 63807.76629502 3666.68 4202.08 "2022/1/23" "21:59:53.8303" "22:00:00.7663" 6.936 "uk" "uk" "possible fish pulses, very faint, spaced"
34 "Spectrogram 1" 1 65885.123651038 65886.466099298 3033.934 4396.771 "2022/1/23" "22:34:36.1237" "22:34:38.4661" 1.3424 "uk" "uk" "possible fish pulse, faint"
35 "Spectrogram 1" 1 67094.345539362 67094.904892804 0 1752.219 "2022/1/23" "22:54:46.3455" "22:54:46.9049" 0.5594 "uk" "uk" "dark low frequency flag call"
36 "Spectrogram 1" 1 68383.111234851 68385.982582518 0 892.334 "2022/1/23" "23:16:14.1112" "23:16:17.9826" 2.8713 "uk" "uk" "dark low frequency flag call"
37 "Spectrogram 1" 1 69573.348648617 69573.8334216 0 1200.594 "2022/1/23" "23:36:05.3486" "23:36:05.8334" 0.4848 "uk" "uk" "might be fish pulse, could also be vessel noise"
38 "Spectrogram 1" 1 71018.964544671 71023.439372203 0 1297.94 "2022/1/24" "0:00:10.9645" "0:00:15.4394" 4.4748 "uk" "uk" "dark low frequency flag call"
39 "Spectrogram 1" 1 73452.134214173 73452.99188945 0 2352.516 "2022/1/24" "0:40:43.1342" "0:40:44.9919" 0.8577 "uk" "uk" "likely vessel, could be fish pulse"
40 "Spectrogram 1" 1 74206.754475684 74207.574860731 16.224 584.073 "2022/1/24" "0:53:18.7545" "0:53:19.5749" 0.8204 "uk" "uk" "dark low freuency flag call - overlaps with vessel noise"
41 "Spectrogram 1" 1 74802.656277385 74804.222467021 0 454.279 "2022/1/24" "1:03:14.6563" "1:03:15.2225" 1.5662 "uk" "uk" "dark low frequency flag call"
42 "Spectrogram 1" 1 76414.489717138 76416.055906774 0 648.97 "2022/1/24" "1:30:06.4897" "1:30:07.0559" 1.5662 "uk" "uk" "dawrk low frequency flag calls"
43 "Spectrogram 1" 1 77566.691096877 77579.817257639 0 23941.759 "2022/1/24" "1:49:18.6911" "1:49:31.8173" 13.1262 "uk" "uk" "flag call/possible hydrophone interference"
44 "Spectrogram 1" 1 78238.072070735 78240.197613813 0 665.194 "2022/1/24" "2:00:29.0721" "2:00:31.1976" 2.1255 "uk" "uk" "dark low frequency flag calls"
45 "Spectrogram 1" 1 80555.373501826 80559.10252477 0 908.558 "2022/1/24" "2:39:07.3735" "2:39:10.1025" 3.729 "uk" "uk" "possible fish pulse, maybe vessel noise"
46 "Spectrogram 1" 1 81278.591642376 81279.337446965 0 23928.724 "2022/1/24" "2:51:10.5916" "2:51:11.3374" 0.7458 "uk" "uk" "flag call/hydrophone interference"
47 "Spectrogram 1" 1 81758.438754519 81764.032288935 3228.625 5337.777 "2022/1/24" "2:59:10.4388" "2:59:15.0323" 5.5935 "uk" "uk" "maybe fish pulse, very faint"
48 "Spectrogram 1" 1 82492.139197315 82494.898674293 2303.843 3131.28 "2022/1/24" "3:11:23.1392" "3:11:26.8987" 2.7595 "uk" "uk" "possible fish pulse"
49 "Spectrogram 1" 1 82545.505263414 82557.661878211 0 24000 "2022/1/24" "3:12:17.5053" "3:12:29.6619" 12.1566 "uk" "uk" "dark low frequency flag calls, pulsed"
50 "Spectrogram 1" 1 82935.885619588 82936.743294865 0 2952.813 "2022/1/24" "3:18:47.8856" "3:18:48.7433" 0.8577 "uk" "uk" "low frequency flag calls, slightly thinner and sounds more hollow"
51 "Spectrogram 1" 1 83706.577969987 83713.588533121 0 3845.147 "2022/1/24" "3:31:38.5780" "3:31:45.5885" 7.0106 "uk" "uk" "similar to flag calls, but without the flag and louder"
52 "Spectrogram 1" 1 85862.289593601 85863.66933209 0 811.212 "2022/1/24" "4:07:33.2896" "4:07:35.6693" 1.3797 "uk" "uk" "dark low frequency flag calls"
53 "Spectrogram 1" 1 85912.560570657 85916.401464289 3715.353 4364.323 "2022/1/24" "4:08:24.5606" "4:08:28.4015" 3.8409 "uk" "uk" "could be fish pulses, could be vessel noise"
1 "Spectrogram 1" 1 1336.273456534 1337.864506668 0 240.175 "2022/1/24" "4:38:44.2735" "4:38:45.8645" 1.5911 "uk" "uk" "dark low frequency flag call"
2 "Spectrogram 1" 1 3147.206944803 3155.659398643 0 1342.795 "2022/1/24" "5:08:55.2069" "5:09:03.6594" 8.4525 "uk" "uk" "dark flag call, large"
3 "Spectrogram 1" 1 5796.494712464 5798.085762598 0 6430.131 "2022/1/24" "5:53:04.4947" "5:53:06.0858" 1.5911 "uk" "uk" "flag call/hydrophone interference"
6 "Spectrogram 1" 1 6133.170904573 6134.165310907 0 218.341 "2022/1/24" "5:58:41.1709" "5:58:42.1653" 0.9944 "uk" "uk" "flag calll, small"
7 "Spectrogram 1" 1 8269.80235572 8278.453690828 0 17329.694 "2022/1/24" "6:34:17.8024" "6:34:26.4537" 8.6513 "uk" "uk" "flag call, hydrophone interference"
8 "Spectrogram 1" 1 8316.042250259 8322.804213331 0 294.76 "2022/1/24" "6:35:04.0423" "6:35:10.8042" 6.762 "uk" "uk" "flag call, small pulses"
9 "Spectrogram 1" 1 9301.568667107 9304.353004843 0 556.769 "2022/1/24" "6:51:29.5687" "6:51:32.3530" 2.7843 "uk" "uk" "flag call, fast pulses"
10 "Spectrogram 1" 1 10655.651959835 10662.215041641 0 829.694 "2022/1/24" "7:14:03.6520" "7:14:10.2150" 6.5631 "uk" "uk" "flag call, single, followed by fast pulses"
11 "Spectrogram 1" 1 10965.62833982 10967.219389955 0 633.188 "2022/1/24" "7:19:13.6283" "7:19:15.2194" 1.5911 "uk" "uk" "flag call, two pulses"
12 "Spectrogram 1" 1 19037.285268593 19044.444994199 0 2729.258 "2022/1/24" "9:33:45.2853" "9:33:52.4450" 7.1597 "uk" "uk" "flag calls, pulsed"
13 "Spectrogram 1" 1 27612.449975606 27639.696709162 2117.904 3668.122 "2022/1/24" "11:56:39.4500" "11:57:06.6967" 27.2467 "uk" "uk" "are these fish pulses?"
14 "Spectrogram 1" 1 29135.681785775 29138.068360977 1310.044 4082.969 "2022/1/24" "12:22:02.6818" "12:22:04.0684" 2.3866 "fish" "p" ""
15 "Spectrogram 1" 1 29551.274081262 29553.461775197 1637.555 3668.122 "2022/1/24" "12:28:58.2741" "12:29:00.4618" 2.1877 "fish" "c" "double check"
16 "Spectrogram 1" 1 31638.473574788 31646.428825461 1746.725 2729.258 "2022/1/24" "13:03:45.4736" "13:03:53.4288" 7.9553 "fish" "p" "faint"
17 "Spectrogram 1" 1 32476.221247566 32481.193279237 0 305.677 "2022/1/24" "13:17:43.2212" "13:17:48.1933" 4.972 "uk" "uk" "dark low frequency flag calls"
18 "Spectrogram 1" 1 35351.646978429 35355.922925666 414.847 1419.214 "2022/1/24" "14:05:38.6470" "14:05:42.9229" 4.2759 "fish" "p" "faint, spaced"
19 "Spectrogram 1" 1 36853.60845586 36856.293352963 21.834 1266.376 "2022/1/24" "14:30:40.6085" "14:30:43.2934" 2.6849 "uk" "uk" "could be vessel or maybe whale?"
20 "Spectrogram 1" 1 47137.968920344 47144.233680249 46.317 756.512 "2022/1/24" "17:22:03.9689" "17:22:09.2337" 6.2648 "fish" "p" "faint"
21 "Spectrogram 1" 1 47772.141690892 47773.23553786 0 926.341 "2022/1/24" "17:32:37.1417" "17:32:38.2355" 1.0938 "uk" "uk" "dark low frequency flag call"
22 "Spectrogram 1" 1 49808.835305456 49810.625236858 401.414 1111.609 "2022/1/24" "18:06:34.8353" "18:06:36.6252" 1.7899 "uk" "uk" "sounds like fish pulse, but could be vessel "
23 "Spectrogram 1" 1 50627.579854439 50637.126155247 0 895.463 "2022/1/24" "18:20:13.5799" "18:20:22.1262" 9.5463 "fish" "p" "spaced"
24 "Spectrogram 1" 1 61368.512118189 61369.605965157 0 895.463 "2022/1/24" "21:19:14.5121" "21:19:15.6060" 1.0938 "uk" "uk" "single-pulse, similar to low frequency flag call"
25 "Spectrogram 1" 1 61470.548170888 61472.636424189 0 1111.609 "2022/1/24" "21:20:56.5482" "21:20:58.6364" 2.0883 "fish" "p" "double check incase it is vessel"
26 "Spectrogram 1" 1 65927.487885915 65929.07893605 339.658 2269.535 "2022/1/24" "22:35:11.4879" "22:35:12.0789" 1.5911 "fish" "p" "'croak'"
27 "Spectrogram 1" 1 66407.418271222 66408.512118189 92.634 6144.727 "2022/1/24" "22:43:11.4183" "22:43:12.5121" 1.0938 "uk" "uk" "likely fish, reverse flag call? almost sounds like a zipper"
28 "Spectrogram 1" 1 66554.103168324 66555.197015292 0 2995.168 "2022/1/24" "22:45:38.1032" "22:45:39.1970" 1.0938 "fish" "p" "scratch, single pulse"
29 "Spectrogram 1" 1 67011.947770199 67013.638260967 0 293.341 "2022/1/24" "22:53:15.9478" "22:53:17.6383" 1.6905 "uk" "uk" "dark low frequency flag call, small"
30 "Spectrogram 1" 1 67760.686113256 67765.956466827 0 4415.558 "2022/1/24" "23:05:44.6861" "23:05:49.9565" 5.2704 "uk" "uk" "dark low frequency flag calls, pulses, bigger"
31 "Spectrogram 1" 1 67813.896814947 67816.482271416 30.878 4045.021 "2022/1/24" "23:06:37.8968" "23:06:40.4823" 2.5855 "uk" "uk" "larger 'reverse flag call' within flag call pulses"
32 "Spectrogram 1" 1 68094.538208074 68225.10375975 586.682 2192.34 "2022/1/24" "23:11:18.5382" "23:13:29.1038" 130.5656 "uk" "uk" "what is this shadow? It seems like flag calls are more present during these sound events"
33 "Spectrogram 1" 1 68835.321300458 68860.380340079 0 1868.121 "2022/1/24" "23:23:39.3213" "23:24:04.3803" 25.059 "uk" "uk" "combined noise event + flag calls"
