"","Begin_Date","Begin_Hour","bal_uk","dol_bp","dol_ec","dol_uk","dolphin_uk","fish_","fish_c","fish_p","fish_uk","pm_frg","uk_","uk_1","uk_uk","dol_w","Notes","SiteID"
"230",2020-02-17,13,0,0,0,0,0,0,0,9,0,0,0,0,0,1,"; ; ; ; ; ; ; ; ","MRE"
"231",2020-02-17,14,0,0,0,0,0,0,0,9,0,0,0,0,3,1,"; ; ; ; ; ; ; ; ; ; ; ","MRE"
"232",2020-02-17,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"; are these pluses?; ; ; ; ; ","MRE"
"233",2020-02-17,16,0,0,0,0,0,0,0,4,0,0,0,0,2,0,"; ; ; ; ; ","MRE"
"234",2020-02-17,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"; ; ","MRE"
"235",2020-02-17,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"; ; ; ; ","MRE"
"236",2020-02-17,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"; ; ; ; ","MRE"
"237",2020-02-17,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"; ; ","MRE"
"238",2020-02-17,21,0,0,0,0,0,0,1,4,0,0,0,0,0,0,"; ; ; ; ","MRE"
"239",2020-02-17,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"MRE"
"240",2020-02-17,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"MRE"
"241",2020-02-18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"MRE"
"242",2020-02-18,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"; ; ","MRE"
"243",2020-02-18,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"; ; ; ; ; ; ","MRE"
"244",2020-02-18,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"; ; ; ; ","MRE"
"245",2020-02-18,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"; ; ; ; ","MRE"
"246",2020-02-18,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"; ; ; ; ; ; ","MRE"
"247",2020-02-18,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"; ; ; ; ; ; ","MRE"
"248",2020-02-18,7,0,0,0,0,0,0,1,5,0,0,0,0,1,0,"; ; ; ; ; ; ","MRE"
"249",2020-02-18,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"; ; ","MRE"
"250",2020-02-18,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"; ; ","MRE"
"251",2020-02-18,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"; ; ; ; ; ; ","MRE"
"252",2020-02-18,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"; ; ; ","MRE"
"253",2020-02-18,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"254",2020-02-18,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"255",2020-02-18,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"; ; ; ","MRE"
"256",2020-02-18,15,0,0,0,0,0,0,0,5,0,0,0,0,1,0,"; ; ; ; ; ","MRE"
"257",2020-02-18,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"; ; ","MRE"
"258",2020-02-18,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"; ; ; ","MRE"
"259",2020-02-18,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"; ; ","MRE"
"260",2020-02-18,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"; ; ; ","MRE"
"261",2020-02-18,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"MRE"
"262",2020-02-18,21,0,0,0,0,0,0,1,4,0,0,0,0,0,1,"; ; ; ; ","MRE"
"263",2020-02-18,22,0,0,0,0,0,0,1,3,0,0,0,0,0,0,"; ; ; ","MRE"
"264",2020-02-18,23,0,0,0,0,0,0,1,3,0,0,0,0,0,0,"; faint; ; ","MRE"
"265",2020-02-19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"; ; ; ; ","MRE"
"266",2020-02-19,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,NA,"MRE"
"267",2020-02-19,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,"MRE"
"268",2020-02-19,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,"MRE"
"269",2020-02-19,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,NA,"MRE"
"270",2020-02-19,5,0,0,0,0,0,0,0,5,0,0,0,0,1,0,NA,"MRE"
"271",2020-02-19,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,NA,"MRE"
"272",2020-02-19,7,0,0,0,0,0,0,1,6,0,0,0,0,0,0,NA,"MRE"
"273",2020-02-19,8,0,0,0,0,0,0,0,6,0,0,0,0,2,0,NA,"MRE"
"274",2020-02-19,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,NA,"MRE"
"275",2020-02-19,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,NA,"MRE"
"276",2020-02-19,11,0,0,0,0,0,0,0,6,0,0,0,0,1,0,NA,"MRE"
"277",2020-02-19,12,0,0,0,0,0,0,0,8,0,0,0,0,1,0,NA,"MRE"
"278",2020-02-19,13,0,0,0,0,0,0,0,5,0,0,0,0,1,0,NA,"MRE"
"279",2020-02-19,14,0,0,0,0,0,0,0,7,0,0,0,0,1,0,NA,"MRE"
"280",2020-02-19,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,NA,"MRE"
"281",2020-02-19,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,"MRE"
"282",2020-02-19,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,NA,"MRE"
"283",2020-02-19,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,NA,"MRE"
"284",2020-02-19,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,NA,"MRE"
"285",2020-02-19,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,NA,"MRE"
"286",2020-02-19,21,0,0,0,0,0,0,1,8,0,0,0,0,0,0,NA,"MRE"
"287",2020-02-19,22,0,0,0,0,0,0,1,5,0,0,0,0,0,0,NA,"MRE"
"288",2020-02-19,23,0,0,0,0,0,0,0,3,0,0,0,0,1,0,NA,"MRE"
"289",2020-02-20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,"MRE"
"290",2020-02-20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"MRE"
"291",2020-02-20,2,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"292",2020-02-20,3,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"293",2020-02-20,4,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"294",2020-02-20,5,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"295",2020-02-20,6,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"296",2020-02-20,7,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"297",2020-02-20,8,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"298",2020-02-20,9,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"299",2020-02-20,10,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"300",2020-02-20,11,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"301",2020-02-20,12,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"302",2020-02-20,13,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"303",2020-02-20,14,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"304",2020-02-20,15,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"305",2020-02-20,16,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"306",2020-02-20,17,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"307",2020-02-20,18,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"308",2020-02-20,19,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"309",2020-02-20,20,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"310",2020-02-20,21,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"311",2020-02-20,22,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"312",2020-02-20,23,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"313",2020-02-21,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"314",2020-02-21,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"; ; ; ; ","MRE"
"315",2020-02-21,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"; ; ; ; ","MRE"
"316",2020-02-21,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"317",2020-02-21,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"318",2020-02-21,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"; ; check; ; ; ; ","MRE"
"319",2020-02-21,6,0,0,0,0,0,0,0,8,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ","MRE"
"320",2020-02-21,7,0,0,0,0,0,0,1,4,0,0,0,0,0,0,"; ; ; ; ","MRE"
"321",2020-02-21,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"322",2020-02-21,9,0,0,0,0,0,0,0,7,0,0,0,0,1,0,"; ; ; ; ; ; ; ","MRE"
"323",2020-02-21,10,0,0,0,0,0,0,0,6,0,0,0,0,1,0,"; ; ; ; ; ; ","MRE"
"324",2020-02-21,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"; ; ; ; ; ; ","MRE"
"325",2020-02-21,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,"; ; ; ; ; ; ; ; ; ; ","MRE"
"326",2020-02-21,13,0,0,0,0,0,0,0,9,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ; ","MRE"
"327",2020-02-21,14,0,0,0,0,0,0,0,7,0,0,0,0,1,0,"; ; ; ; ; ; ; ","MRE"
"328",2020-02-21,15,0,0,0,0,0,0,0,9,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ; ","MRE"
"329",2020-02-21,16,0,0,0,0,0,0,0,8,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ","MRE"
"330",2020-02-21,17,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"; ; ; ; ; ; ","MRE"
"331",2020-02-21,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"; ; ; ; ","MRE"
"332",2020-02-21,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"; ; ; ; ","MRE"
"333",2020-02-21,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"334",2020-02-21,21,0,0,0,0,0,0,1,5,0,0,0,0,1,0,"; ; ; ; ; ; ","MRE"
"335",2020-02-21,22,0,0,0,0,0,0,1,5,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"336",2020-02-21,23,0,0,0,0,0,0,0,3,0,0,0,0,1,0,"; ; ; ","MRE"
"337",2020-02-22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,NA,"MRE"
"338",2020-02-22,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,"; ; ; ; ","MRE"
"339",2020-02-22,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"1; ","MRE"
"340",2020-02-22,3,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,"MRE"
"341",2020-02-22,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"; 1","MRE"
"342",2020-02-22,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"343",2020-02-22,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"344",2020-02-22,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"; ; 1","MRE"
"345",2020-02-22,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"346",2020-02-22,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"1","MRE"
"347",2020-02-22,10,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"; 1","MRE"
"348",2020-02-22,11,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"; 1","MRE"
"349",2020-02-22,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"350",2020-02-22,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"351",2020-02-22,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"352",2020-02-22,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"353",2020-02-22,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"354",2020-02-22,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"355",2020-02-22,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,"MRE"
"356",2020-02-22,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"357",2020-02-22,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"358",2020-02-22,21,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"; 1; ","MRE"
"359",2020-02-22,22,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"continued from hr 21; 1; ","MRE"
"360",2020-02-22,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"361",2020-02-23,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"362",2020-02-23,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"363",2020-02-23,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"364",2020-02-23,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"365",2020-02-23,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"366",2020-02-23,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"367",2020-02-23,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"368",2020-02-23,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"1","MRE"
"369",2020-02-23,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"370",2020-02-23,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"371",2020-02-23,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"372",2020-02-23,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"373",2020-02-23,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"374",2020-02-23,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"375",2020-02-23,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"376",2020-02-23,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"377",2020-02-23,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"378",2020-02-23,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"379",2020-02-23,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"380",2020-02-23,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"381",2020-02-23,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"382",2020-02-23,21,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"1","MRE"
"383",2020-02-23,22,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"1","MRE"
"384",2020-02-23,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1","MRE"
"385",2020-02-24,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"1","MRE"
"386",2020-02-24,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,"1; ; ; ; ; ; ","MRE"
"387",2020-02-24,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"; ; ; ","MRE"
"388",2020-02-24,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"389",2020-02-24,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,"; ; ; ; ; ; ; ; ; ; ","MRE"
"390",2020-02-24,5,0,0,0,0,0,0,0,12,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ; ; ; loud; ","MRE"
"391",2020-02-24,6,0,0,0,0,0,0,0,12,0,0,0,0,0,1,"; ; ; ; ; ; ; ; ; ; ; ","MRE"
"392",2020-02-24,7,0,0,0,0,0,0,1,8,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ; ","MRE"
"393",2020-02-24,8,0,0,0,0,0,0,0,7,0,0,0,0,1,0,"; ; ; ; ; ; ; ","MRE"
"394",2020-02-24,9,0,0,0,0,0,0,0,7,0,0,0,0,1,0,"; ; ; ; cool; probs a fish; ; interesting","MRE"
"395",2020-02-24,10,0,0,0,0,0,0,0,5,0,0,0,0,2,0,"; ; ; ; ; ; ","MRE"
"396",2020-02-24,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"397",2020-02-24,12,0,0,0,0,0,0,0,10,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ; ; ","MRE"
"398",2020-02-24,13,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"; ; ; ; ; ; ","MRE"
"399",2020-02-24,14,0,0,0,0,0,0,0,5,0,0,0,0,1,0,"; ; ; ; ; ","MRE"
"400",2020-02-24,15,0,0,0,0,0,0,0,5,0,0,0,0,1,0,"; ; ; ; ; ","MRE"
"401",2020-02-24,16,0,0,0,0,0,0,0,4,0,0,0,0,1,0,"; ; ; ; ","MRE"
"402",2020-02-24,17,0,0,0,0,0,0,0,5,0,0,0,0,1,0,"; ; ; ; ; ","MRE"
"403",2020-02-24,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"; ; ","MRE"
"404",2020-02-24,19,0,0,0,0,0,0,0,7,0,0,0,0,1,0,"; ; ; ; ; ; ; ","MRE"
"405",2020-02-24,20,0,0,0,0,0,0,0,4,0,0,0,0,1,0,"; ; ; ; ","MRE"
"406",2020-02-24,21,0,0,0,0,0,0,1,3,0,0,0,0,0,0,"; ; ; ","MRE"
"407",2020-02-24,22,0,0,0,0,0,0,1,3,0,0,0,0,0,0,"; ; ; ","MRE"
"408",2020-02-24,23,0,0,0,0,0,0,1,6,0,0,0,0,0,0,"; ; ; ; ; ; ","MRE"
"409",2020-02-25,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,"; ; ; ","MRE"
"410",2020-02-25,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"411",2020-02-25,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1","MRE"
"412",2020-02-25,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1","MRE"
"413",2020-02-25,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"414",2020-02-25,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"415",2020-02-25,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"; 1","MRE"
"416",2020-02-25,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"; 1; ","MRE"
"417",2020-02-25,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"418",2020-02-25,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"419",2020-02-25,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"420",2020-02-25,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"421",2020-02-25,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"422",2020-02-25,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"423",2020-02-25,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"424",2020-02-25,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"425",2020-02-25,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"426",2020-02-25,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"427",2020-02-25,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"428",2020-02-25,19,0,0,0,0,0,0,0,1,0,0,2,0,0,0,"; 1; ask jess","MRE"
"429",2020-02-25,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"430",2020-02-25,21,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"1; ; ","MRE"
"431",2020-02-25,22,0,0,0,0,0,0,1,1,0,0,1,0,0,1,"1; continued from hr 21; ","MRE"
"432",2020-02-25,23,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"continued from hr 21; ; 1","MRE"
"433",2020-02-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1","MRE"
"434",2020-02-26,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,"1; 1; ","MRE"
"435",2020-02-26,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"436",2020-02-26,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"437",2020-02-26,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"438",2020-02-26,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"439",2020-02-26,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"440",2020-02-26,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"; ; 1","MRE"
"441",2020-02-26,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"442",2020-02-26,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"443",2020-02-26,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"444",2020-02-26,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"445",2020-02-26,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"446",2020-02-26,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"447",2020-02-26,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"448",2020-02-26,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"449",2020-02-26,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"450",2020-02-26,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"451",2020-02-26,18,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"1; ","MRE"
"452",2020-02-26,19,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"; 1","MRE"
"453",2020-02-26,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"454",2020-02-26,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"; 1","MRE"
"455",2020-02-26,22,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"continued from hr 21; ; 1","MRE"
"456",2020-02-26,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"457",2020-02-27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"458",2020-02-27,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,"1; ; ; ; ; ","MRE"
"459",2020-02-27,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"460",2020-02-27,3,0,0,0,0,0,0,0,7,0,0,0,0,1,0,"; ; ; ; ; ; ; ","MRE"
"461",2020-02-27,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"; ; ; ; ","MRE"
"462",2020-02-27,5,0,0,0,0,0,0,0,6,0,0,0,0,1,0,"; ; ; ; ; ; ","MRE"
"463",2020-02-27,6,0,0,0,0,0,0,0,8,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ","MRE"
"464",2020-02-27,7,0,0,0,0,0,0,1,5,0,0,0,0,1,0,"; ; ; ; ; check; ","MRE"
"465",2020-02-27,8,0,0,0,0,0,0,0,12,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ; ; ; ; ","MRE"
"466",2020-02-27,9,0,0,0,0,0,0,0,10,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ; ; ","MRE"
"467",2020-02-27,10,0,0,0,0,0,0,0,12,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ; ; ; ; interesting","MRE"
"468",2020-02-27,11,0,0,0,0,0,0,0,8,0,0,0,0,1,0,"; ; ; ; ; lots of water noise; ; ; ","MRE"
"469",2020-02-27,12,0,0,0,0,0,0,0,9,0,0,0,0,2,0,"; ; ; ; ; ; ; ; ; ; ","MRE"
"470",2020-02-27,13,0,0,0,0,0,0,0,10,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ; ; ","MRE"
"471",2020-02-27,14,0,0,0,0,0,0,0,7,0,0,0,0,2,0,"; ; ; ; ; ; ; water noise; ","MRE"
"472",2020-02-27,15,0,0,0,0,0,0,0,8,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ","MRE"
"473",2020-02-27,16,0,0,0,0,0,0,0,10,0,0,0,0,1,0,"; ; ; ; ; ; ; ; ; ; ","MRE"
"474",2020-02-27,17,0,0,0,0,0,0,0,12,0,0,0,0,0,0,"; ; ; ; ; ; ; ; ; ; ; ","MRE"
"475",2020-02-27,18,0,0,0,0,0,0,0,12,0,0,0,0,0,0,"; ; ; ; ; ; ; ; ; ; ; ","MRE"
"476",2020-02-27,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"477",2020-02-27,20,0,0,0,0,0,0,1,4,0,0,0,0,0,0,"; ; ; ; ","MRE"
"478",2020-02-27,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"; ; ; ","MRE"
"479",2020-02-27,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"480",2020-02-27,23,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"; ; ; ; ; ","MRE"
"481",2020-02-28,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,"; ; ; ; really cool","MRE"
"482",2020-02-28,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,"; ; 1; ","MRE"
"483",2020-02-28,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"484",2020-02-28,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"1; ","MRE"
"485",2020-02-28,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
"486",2020-02-28,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"; 1","MRE"
